Italian	3	26618811
			5)	vit	0.0021716913	68
			6)	vic	0.0020758815	65
			7)	vi”	0.0037365865	117
			8)	Esc	2.2355646E-4	7
		3)	va	0.30668584	227598
			1)	van	0.8554063	1337
			2)	va”	0.14331414	224
			3)	Esc	0.0012795905	2
		4)	ve	0.2816212	208997
			1)	ver	0.98943883	17332
			2)	vel	0.005309128	93
			3)	ve”	0.0050807786	89
			4)	Esc	1.712622E-4	3
		5)	vè	6.602697E-4	490
		6)	vò	1.8999598E-4	141
		7)	Esc	8.084935E-6	6
	13)	i	0.18371473	4890268
		1)	io	0.34366947	537874
			1)	ioè	0.30856568	7039
			2)	ion	0.09210065	2101
			3)	ior	0.5710591	13027
			4)	io”	0.028099246	641
			5)	Esc	1.7534631E-4	4
		2)	in	0.0056086197	8778
			1)	ini	0.35057724	116304
			2)	ine	0.36103392	119773
			3)	ino	0.18695101	62021
			4)	ina	0.08287867	27495
			5)	ing	0.017630747	5849
			6)	int	4.4009043E-4	146
			7)	inò	2.6526E-4	88
			8)	in”	1.98945E-4	66
			9)	Esc	2.4114544E-5	8
		3)	it	0.001814591	2840
			1)	iti	0.080504134	63945
			2)	ito	0.28818455	228907
			3)	ita	0.10886723	86474
			4)	ità	0.47633472	378356
			5)	ite	0.044257447	35154
			6)	ity	4.998068E-4	397
			7)	ité	6.924275E-5	55
			8)	itù	7.314552E-4	581
			9)	ith	6.672483E-5	53
			10)	itò	6.924275E-5	55
			11)	it�	4.0160795E-4	319
			12)	Esc	1.3848549E-5	11
		4)	il	7.315868E-4	1145
			1)	ili	0.30596253	78752
			2)	ile	0.652416	167926
			3)	ilo	0.033656966	8663
			4)	ila	0.0059986557	1544
			5)	ilm	0.001946455	501
			6)	Esc	1.9425699E-5	5
		5)	im	3.6547397E-4	572
			1)	imi	0.14124997	34075
			2)	ime	0.15369405	37077
			3)	imo	0.32866576	79287
			4)	ima	0.37551558	90589
			5)	imè	8.5392495E-4	206
			6)	Esc	2.0726333E-5	5
		6)	ia	0.3456093	540910
			1)	ial	0.19828571	347
			2)	iar	0.18571429	325
			3)	iai	0.064571425	113
			4)	ian	0.24914286	436
			5)	ia”	0.29942858	524
			6)	Esc	0.0028571428	5
		7)	ii	6.740822E-4	1055
			1)	iin	0.9852941	67
			2)	Esc	0.014705882	1
		8)	iù	0.11955215	187110
		9)	ic	6.1913335E-4	969
			1)	ica	0.48495734	298064
			2)	ico	0.26705813	164139
			3)	ice	0.056924697	34987
			4)	ici	0.19068561	117199
			5)	icò	1.7409159E-4	107
			6)	icy	1.9036184E-4	117
			7)	Esc	9.762145E-6	6
		10)	iv	4.0700508E-4	637
			1)	iva	0.33257294	141124
			2)	ivi	0.20174153	85607
			3)	ivo	0.29099306	123480
			4)	ive	0.17468303	74125
			5)	Esc	9.426403E-6	4
		11)	ip	0.0010171932	1592
			1)	ipo	0.4712217	14090
			2)	ipi	0.49469918	14792
			3)	ipe	0.011604963	347
			4)	ipa	0.02234039	668
			5)	Esc	1.337748E-4	4
		12)	ir	8.9898927E-4	1407
			1)	irò	0.0047816215	1268
			2)	ire	0.90351534	239596
			3)	ira	0.0169016	4482
			4)	irà	0.056368835	14948
			5)	iro	0.015528957	4118
			6)	iri	0.00288104	764
			7)	Esc	2.262597E-5	6
		13)	ià	0.03156941	49409
		14)	iò	0.040285196	63050
		15)	ie	0.101694405	159161
			1)	ier	0.65293825	1300
			2)	ies	0.08940231	178
			3)	iew	0.02862883	57
			4)	ien	0.03365143	67
			5)	iet	0.06378704	127
			6)	iea	0.05976896	119
			7)	ie”	0.068307385	136
			8)	Esc	0.0035158212	7
		16)	is	0.0018446211	2887
			1)	iso	0.33222112	23199
			2)	isi	0.53161967	37123
			3)	ise	0.052312758	3653
			4)	isa	0.07972218	5567
			5)	ist	0.0024488042	171
			6)	ish	0.0015895747	111
			7)	Esc	8.5922955E-5	6
		17)	id	2.2554598E-4	353
			1)	ide	0.25721607	15256
			2)	ido	0.24020435	14247
			3)	idi	0.13531832	8026
			4)	ida	0.34885016	20691
			5)	ids	0.018326813	1087
			6)	Esc	8.429997E-5	5
		18)	ig	1.137314E-4	178
			1)	iga	0.13146028	1137
			2)	ige	0.16880564	1460
			3)	igo	0.6795005	5877
			4)	igi	0.013180714	114
			5)	ign	0.006474737	56
			6)	Esc	5.781015E-4	5
		19)	ik	7.475603E-5	117
			1)	ika	0.9984	624
			2)	Esc	0.0016	1
		20)	ix	2.6963287E-4	422
		21)	iè	6.836663E-5	107
		22)	i”	0.002834979	4437
		23)	i…	3.7058548E-5	58
		24)	Esc	1.4695631E-5	23
	14)	u	3.6151125E-4	9623
		1)	ur	0.02473212	8674
			1)	uri	0.03026981	8063
			2)	ura	0.42924717	114339
			3)	uro	0.27035975	72016
			4)	ure	0.26968777	71837
			5)	urt	4.1671202E-4	111
			6)	Esc	1.8770812E-5	5
		2)	ut	0.0018675973	655
			1)	uto	0.5120667	119925
			2)	ute	0.11595317	27156
			3)	uta	0.12478758	29225
			4)	uti	0.24512164	57407
			5)	utt	0.0010503932	246
			6)	uty	7.557708E-4	177
			7)	utu	2.3484402E-4	55
			8)	Esc	2.988924E-5	7
		3)	un	0.052529383	18423
			1)	uni	0.33594927	51027
			2)	uno	0.16357999	24846
			3)	una	0.1259275	19127
			4)	une	0.37282488	56628
			5)	und	0.001185076	180
			6)	unt	4.9378164E-4	75
			7)	Esc	3.950253E-5	6
		4)	ue	0.27494454	96428
			1)	uei	0.7968652	5084
			2)	uem	0.15532915	991
			3)	ueo	0.0315047	201
			4)	ue”	0.015673982	100
			5)	Esc	6.2695926E-4	4
		5)	ui	0.36699	128710
			1)	uis	0.73787314	1582
			2)	uio	0.26119402	560
			3)	Esc	9.328358E-4	2
		6)	us	0.015964393	5599
			1)	usa	0.38914904	26926
			2)	usi	0.17899469	12385
			3)	uso	0.30637935	21199
			4)	use	0.12160365	8414
			5)	ust	0.0038010175	263
			6)	Esc	7.226269E-5	5
		7)	uò	0.15057111	52808
		8)	ua	0.061029088	21404
			1)	ual	0.42093542	189
			2)	uay	0.3051225	137
			3)	uai	0.26726058	120
			4)	Esc	0.0066815144	3
		9)	ul	4.56207E-4	160
			1)	ull	0.17271131	3443
			2)	ula	0.52866817	10539
			3)	ulo	0.202157	4030
			4)	ule	0.074291445	1481
			5)	uli	0.021921244	437
			6)	Esc	2.5081515E-4	5
		10)	uo	0.028290536	9922
			1)	uon	0.83091134	8634
			2)	uoi	0.028678665	298
			3)	uor	0.022519488	234
			4)	uol	0.117505535	1221
			5)	Esc	3.849485E-4	4
		11)	up	8.3542906E-4	293
			1)	upa	0.76763755	3558
			2)	upo	0.06731392	312
			3)	upi	0.14843582	688
			4)	upe	0.01574973	73
			5)	Esc	8.6299895E-4	4
		12)	ud	0.0066150012	2320
			1)	ude	0.3073884	3112
			2)	udo	0.27578032	2792
			3)	udi	0.32101935	3250
			4)	uda	0.09541683	966
			5)	Esc	3.9510074E-4	4
		13)	um	0.013204341	4631
			1)	umi	0.14882253	1839
			2)	ume	0.28340212	3502
			3)	umo	0.48183215	5954
			4)	uma	0.08561949	1058
			5)	Esc	3.2370316E-4	4
		14)	ub	0.0013914313	488
			1)	ubi	0.2857143	164
			2)	uba	0.1184669	68
			3)	ubo	0.4512195	259
			4)	ube	0.13763066	79
			5)	Esc	0.006968641	4
		15)	uì	2.680216E-4	94
		16)	u”	2.651703E-4	93
		17)	Esc	4.5620698E-5	16
	15)	z	4.9063045E-5	1306
		1)	za	0.6513075	405676
			1)	za”	0.9978903	473
			2)	Esc	0.0021097045	1
		2)	ze	0.13309647	82901
		3)	zi	0.14371035	89512
			1)	zio	0.37356985	50185
			2)	zie	0.19694951	26458
			3)	zia	0.4286097	57579
			4)	ziò	4.0196817E-4	54
			5)	zi”	4.3174357E-4	58
			6)	Esc	3.7219274E-5	5
		4)	zz	2.809602E-4	175
			1)	zzo	0.17519711	22465
			2)	zza	0.6299375	80775
			3)	zzi	0.1711964	21952
			4)	zze	0.023637768	3031
			5)	Esc	3.119468E-5	4
		5)	zo	0.07096413	44201
		6)	zu	5.346271E-4	333
		7)	zò	9.472373E-5	59
		8)	Esc	1.1238409E-5	7
	16)	m	4.6561056E-4	12394
		1)	me	0.25434518	311802
			1)	men	0.22626263	112
			2)	mer	0.36161616	179
			3)	mea	0.18383838	91
			4)	me”	0.22020201	109
			5)	Esc	0.008080808	4
		2)	ma	0.20888309	256070
			1)	mai	0.9176303	20632
			2)	mal	0.024817647	558
			3)	man	0.028153354	633
			4)	map	0.011786159	265
			5)	mar	0.008183598	184
			6)	mas	0.0033357055	75
			7)	ma”	0.0057818894	130
			8)	Esc	3.113325E-4	7
		3)	mi	0.1264425	155006
			1)	mia	0.6911658	20068
			2)	mis	0.0123643875	359
			3)	mie	0.14282762	4147
			4)	mio	0.12677802	3681
			5)	mik	0.0019975891	58
			6)	mix	0.014258653	414
			7)	mic	0.0024797658	72
			8)	mil	0.0026519718	77
			9)	mi”	0.0051661786	150
			10)	Esc	3.0997072E-4	9
		4)	mp	4.486496E-5	55
			1)	mpo	0.7662471	58929
			2)	mpa	0.050113127	3854
			3)	mpi	0.1662159	12783
			4)	mpe	0.017371856	1336
			5)	Esc	5.2011546E-5	4
		5)	mo	0.4039951	495258
			1)	mor	0.41125542	190
			2)	mo”	0.58441556	270
			3)	Esc	0.0043290043	2
		6)	mm	9.625573E-5	118
			1)	mmi	0.19980879	15466
			2)	mmo	0.34498218	26703
			3)	mma	0.43748385	33863
			4)	mme	0.017673505	1368
			5)	Esc	5.1676914E-5	4
		7)	mè	0.0020091345	2463
		8)	mò	1.3704207E-4	168
		9)	mc	0.003308587	4056
		10)	ms	4.608855E-4	565
		11)	mg	5.710086E-5	70
		12)	my	6.117949E-5	75
		13)	mh	5.7916586E-5	71
		14)	mt	8.972992E-5	110
		15)	Esc	1.1420172E-5	14
	17)	c	3.4407998E-4	9159
		1)	co	0.2264416	222223
			1)	cor	0.4007032	3533
			2)	col	0.42474765	3745
			3)	com	0.043098558	380
			4)	cos	0.014290575	126
			5)	coi	0.0348191	307
			6)	con	0.03300442	291
			7)	co”	0.04854259	428
			8)	Esc	7.9392083E-4	7
		2)	ch	9.4765483E-4	930
			1)	che	0.4203118	140733
			2)	ché	0.42667922	142865
			3)	chi	0.14622346	48960
			4)	chè	0.006304692	2111
			5)	cha	1.7919541E-4	60
			6)	cho	2.8372608E-4	95
			7)	Esc	1.7919541E-5	6
		3)	ca	0.39902484	391591
			1)	cap	0.24726027	361
			2)	cao	0.3041096	444
			3)	cat	0.08561644	125
			4)	can	0.052054796	76
			5)	ca”	0.30753425	449
			6)	Esc	0.0034246575	5
		4)	ce	0.16513038	162054
			1)	ces	0.11123348	101
			2)	ceo	0.06828194	62
			3)	cei	0.17400882	158
			4)	cef	0.14427313	131
			5)	cea	0.30286345	275
			6)	cee	0.06167401	56
			7)	ce”	0.12995595	118
			8)	Esc	0.0077092513	7
		5)	cu	0.0016354688	1605
			1)	cui	0.8834432	118786
			2)	cun	0.10258966	13794
			3)	cua	0.0053920182	725
			4)	cuo	0.005801068	780
			5)	cue	0.0027369142	368
			6)	Esc	3.718633E-5	5
		6)	ci	0.19005676	186516
			1)	ciò	0.3285512	62910
			2)	cia	0.18868062	36128
			3)	cio	0.43674698	83627
			4)	cie	0.03503815	6709
			5)	cit	0.0096826255	1854
			6)	ci”	0.001269082	243
			7)	Esc	3.1335356E-5	6
		7)	cc	7.418201E-4	728
			1)	cco	0.61367106	15262
			2)	cca	0.16706876	4155
			3)	cci	0.10024125	2493
			4)	cce	0.11885806	2956
			5)	Esc	1.6083635E-4	4
		8)	cè	0.011328042	11117
		9)	cr	1.4469567E-4	142
			1)	cri	0.16270971	514
			2)	cro	0.7606838	2403
			3)	cre	0.04210193	133
			4)	cra	0.033238366	105
			5)	Esc	0.0012662235	4
		10)	cò	2.0991064E-4	206
		11)	ck	0.0019788663	1942
		12)	ct	2.0277775E-4	199
			1)	cto	0.6945701	307
			2)	cta	0.300905	133
			3)	Esc	0.004524887	2
		13)	cé	1.7730315E-4	174
		14)	cy	7.988832E-4	784
		15)	cs	6.4501667E-4	633
			1)	cse	0.99834436	603
			2)	Esc	0.0016556291	1
		16)	cm	3.9128974E-4	384
		17)	cì	6.113902E-5	60
		18)	cp	6.5214954E-5	64
		19)	Esc	1.8341707E-5	18
	18)	è	0.020997293	558923
	19)	f	8.19721E-5	2182
		1)	fi	0.09736163	4753
			1)	fin	0.64713866	5247
			2)	fia	0.27947706	2266
			3)	fio	0.0070300936	57
			4)	fie	0.04933399	400
			5)	fit	0.008756784	71
			6)	fic	0.007523434	61
			7)	Esc	7.400099E-4	6
		2)	fa	0.51622355	25201
			1)	far	0.99496764	20760
			2)	fax	0.0049364967	103
			3)	Esc	9.58543E-5	2
		3)	fo	0.21502315	10497
			1)	for	0.99038464	103
			2)	Esc	0.009615385	1
		4)	fe	0.07618092	3719
		5)	fr	0.04430743	2163
			1)	fre	0.7529412	6848
			2)	fra	0.24057174	2188
			3)	fro	0.006157229	56
			4)	Esc	3.2985158E-4	3
		6)	ff	0.003646196	178
			1)	ffe	0.6626902	1611
			2)	ffo	0.061703004	150
			3)	ffa	0.17153434	417
			4)	ffè	0.10242698	249
			5)	Esc	0.0016454135	4
		7)	fu	0.036933098	1803
		8)	ft	0.0035847432	175
			1)	fta	0.99870634	772
			2)	Esc	0.0012936611	1
		9)	fà	0.0014338973	70
		10)	fè	0.0051005776	249
		11)	Esc	2.0484248E-4	10
	20)	l	0.004302446	114526
		1)	li	0.28639537	559754
			1)	lio	0.61019	38384
			2)	lie	0.13177013	8289
			3)	lia	0.24424131	15364
			4)	lic	0.001303553	82
			5)	li”	0.012415547	781
			6)	Esc	7.948494E-5	5
		2)	le	0.48775992	953317
			1)	lei	0.045300238	814
			2)	ler	0.12632868	2270
			3)	lea	0.59374475	10669
			4)	lex	0.103678554	1863
			5)	les	0.0056764428	102
			6)	lee	0.014246758	256
			7)	leo	0.028270911	508
			8)	le”	0.071233794	1280
			9)	lem	0.0041182037	74
			10)	leg	0.006845122	123
			11)	Esc	5.56514E-4	10
		3)	ll	0.02361242	46150
			1)	llo	0.5899602	88120
			2)	lle	0.17596374	26283
			3)	lli	0.13646345	20383
			4)	lla	0.086311474	12892
			5)	llu	0.0016603511	248
			6)	ll’	0.009600579	1434
			7)	Esc	4.0169783E-5	6
		4)	la	0.0519509	101537
			1)	laf	0.37285408	1390
			2)	law	0.03138412	117
			3)	lai	0.060622316	226
			4)	lan	0.024678111	92
			5)	lar	0.33664164	1255
			6)	lah	0.024946352	93
			7)	lam	0.09549356	356
			8)	lay	0.01609442	60
			9)	la”	0.034871243	130
			10)	Esc	0.0024141632	9
		5)	lo	0.14469373	282801
			1)	lon	0.7774936	1520
			2)	lot	0.028644502	56
			3)	low	0.027109975	53
			4)	log	0.030690538	60
			5)	lo”	0.13350384	261
			6)	Esc	0.0025575447	5
		6)	lt	3.6991938E-4	723
			1)	lta	0.21679296	59594
			2)	lti	0.1558229	42834
			3)	lto	0.3887169	106854
			4)	lte	0.124246515	34154
			5)	ltà	0.11440254	31448
			6)	Esc	1.818916E-5	5
		7)	lp	5.474602E-5	107
			1)	lpo	0.38494623	1253
			2)	lpa	0.41751152	1359
			3)	lpi	0.10875576	354
			4)	lpe	0.08755761	285
			5)	Esc	0.0012288786	4
		8)	lu	5.2085466E-4	1018
			1)	lue	0.8766478	18222
			2)	luo	0.028961802	602
			3)	lui	0.03863177	803
			4)	lua	0.014432792	300
			5)	lun	0.0054363515	113
			6)	lum	0.0040411814	84
			7)	lub	0.01876263	390
			8)	lus	0.009140768	190
			9)	lu”	0.0035119792	73
			10)	Esc	4.3298374E-4	9
		9)	là	0.0019713684	3853
		10)	ls	5.1164505E-5	100
			1)	lso	0.5570555	2641
			2)	lsi	0.1487028	705
			3)	lse	0.14574984	691
			4)	lsa	0.14764817	700
			5)	Esc	8.4370386E-4	4
		11)	ld	7.828169E-5	153
			1)	ldi	0.64823943	1841
			2)	ldo	0.18380281	522
			3)	lda	0.091197185	259
			4)	lde	0.07535211	214
			5)	Esc	0.0014084507	4
		12)	lì	5.3671567E-4	1049
		13)	lv	7.214195E-5	141
			1)	lvo	0.30487806	525
			2)	lva	0.26422763	455
			3)	lve	0.36759582	633
			4)	lvi	0.06097561	105
			5)	Esc	0.0023228803	4
		14)	lm	2.6656708E-4	521
			1)	lma	0.72207445	543
			2)	lmo	0.18351063	138
			3)	lmi	0.09042553	68
			4)	Esc	0.0039893617	3
		15)	lf	2.8140477E-5	55
			1)	lfo	0.9977221	438
			2)	Esc	0.0022779044	1
		16)	lò	5.67926E-5	111
		17)	ly	9.925914E-5	194
		18)	lè	3.479186E-5	68
		19)	l’	0.001437211	2809
		20)	Esc	9.721256E-6	19
	21)	g	2.8941937E-4	7704
		1)	go	0.45040798	121112
		2)	gn	3.1610968E-4	85
			1)	gni	0.31954294	43879
			2)	gno	0.5309865	72914
			3)	gna	0.12918189	17739
			4)	gne	0.019815318	2721
			5)	gnò	4.3694198E-4	60
			6)	Esc	3.641183E-5	5
		3)	ga	0.21328479	57351
			1)	gas	0.8826172	5895
			2)	gan	0.06453062	431
			3)	gay	0.015720917	105
			4)	ga”	0.036532413	244
			5)	Esc	5.9889205E-4	4
		4)	gi	0.24737257	66517
			1)	già	0.29029775	49393
			2)	gio	0.31995463	54439
			3)	gia	0.30912864	52597
			4)	gie	0.07922608	13480
			5)	giù	0.0013635348	232
			6)	Esc	2.9386527E-5	5
		5)	ge	0.08859997	23824
			1)	ger	0.27097902	155
			2)	get	0.47727272	273
			3)	geo	0.12062937	69
			4)	gen	0.124125876	71
			5)	Esc	0.006993007	4
		6)	Esc	1.8594688E-5	5
	22)	h	9.67361E-5	2575
		1)	hi	0.2571558	102626
			1)	hio	0.71326977	19458
			2)	hia	0.17401026	4747
			3)	hie	0.049963344	1363
			4)	hip	0.051832844	1414
			5)	hiv	0.008211143	224
			6)	hi”	0.0024926686	68
			7)	Esc	2.1994134E-4	6
		2)	he	0.36929595	147379
			1)	hea	0.16385542	68
			2)	hee	0.20963855	87
			3)	hel	0.21445782	89
			4)	he”	0.40240964	167
			5)	Esc	0.009638554	4
		3)	hé	0.35798746	142866
		4)	ho	0.0031622653	1262
			1)	hoc	0.7819063	968
			2)	how	0.21647818	268
			3)	Esc	0.0016155089	2
		5)	ht	3.6584053E-4	146
		6)	hè	0.005289653	2111
		7)	ha	0.004244752	1694
			1)	had	0.9818182	54
			2)	Esc	0.018181818	1
		8)	hr	1.804145E-4	72
		9)	hu	0.0022952734	916
		10)	Esc	2.2551812E-5	9
	23)	à	0.027248925	725334
		1)	à”	0.99850523	668
		2)	Esc	0.0014947683	1
	24)	ù	0.0071828524	191199
		1)	ù”	0.98333335	59
		2)	Esc	0.016666668	1
	25)	ò	0.0059986524	159677
	26)	é	0.0063083204	167920
	27)	q	9.8464196E-5	2621
	28)	x	2.157121E-4	5742
	29)	k	1.3358974E-4	3556
		1)	ke	0.045357525	85
			1)	ket	0.29795918	73
			2)	ker	0.44489795	109
			3)	kel	0.24489796	60
			4)	Esc	0.012244898	3
		2)	km	0.18836713	353
			1)	kmh	0.9814815	53
			2)	Esc	0.018518519	1
		3)	ka	0.5288154	991
		4)	ky	0.07950907	149
		5)	kg	0.065101385	122
		6)	ki	0.0357524	67
			1)	kip	0.9934211	151
			2)	Esc	0.0065789474	1
		7)	ko	0.053361792	100
		8)	Esc	0.0037353255	7
	30)	y	1.4076511E-4	3747
		1)	ya	0.3598131	77
		2)	ye	0.63084114	135
		3)	Esc	0.009345794	2
	31)	w	2.4606657E-5	655
		1)	wi	0.9925926	134
		2)	Esc	0.0074074073	1
	32)	í	3.4186348E-6	91
	33)	î	2.6672865E-6	71
	34)	­	5.484843E-6	146
	35)	á	2.6297191E-6	70
	36)	 	0.0011771375	31334
		1)	  	0.99996793	31192
		2)	Esc	3.2058473E-5	1
	37)	’	6.082916E-4	16192
		1)	’è	0.9997062	3403
		2)	Esc	2.9377203E-4	1
	38)	”	8.1667805E-4	21739
	39)	–	3.5125533E-5	935
	40)	…	1.0068067E-5	268
	41)	�	2.3479635E-5	625
	42)	Esc	1.5402641E-6	41
