English	3	22380891
		13)	mt	3.9906913E-4	190
			1)	mth	0.98039216	50
			2)	Esc	0.019607844	1
		14)	mg	1.7012947E-4	81
		15)	mh	1.2812219E-4	61
		16)	m’	2.6464585E-4	126
			1)	m’s	0.98245615	56
			2)	Esc	0.01754386	1
		17)	Esc	3.3605822E-5	16
	8)	d	0.09706673	2172440
		1)	de	0.39739463	160156
			1)	ded	0.46525767	90762
			2)	der	0.2855715	55709
			3)	des	0.11942854	23298
			4)	den	0.039250765	7657
			5)	dea	0.053204086	10379
			6)	del	0.03394522	6622
			7)	dex	9.58586E-4	187
			8)	dem	0.001199514	234
			9)	deo	0.0011380005	222
			10)	Esc	4.6135156E-5	9
		2)	da	0.02855477	11508
			1)	dam	0.18899192	13697
			2)	day	0.7767613	56295
			3)	dal	0.022228662	1611
			4)	das	0.004511963	327
			5)	dar	0.006678257	484
			6)	dan	7.450948E-4	54
			7)	Esc	8.278831E-5	6
		3)	dy	0.15058	60686
			1)	dys	0.99408287	168
			2)	Esc	0.00591716	1
		4)	ds	0.39674455	159894
			1)	dst	0.88691795	400
			2)	ds’	0.10864745	49
			3)	Esc	0.0044345898	2
		5)	dd	0.016746275	6749
			1)	dds	0.93958336	902
			2)	ddy	0.058333334	56
			3)	Esc	0.0020833334	2
		6)	di	5.5084797E-4	222
			1)	dia	0.41934794	5878
			2)	dic	0.021188557	297
			3)	did	0.069701076	977
			4)	die	0.08197189	1149
			5)	dit	0.33281016	4665
			6)	dio	0.06278091	880
			7)	dix	0.0042805164	60
			8)	din	0.0034957551	49
			9)	dig	0.0037811229	53
			10)	Esc	6.420775E-4	9
		7)	do	0.0084190415	3393
			1)	dom	0.74752325	17128
			2)	dox	0.017282765	396
			3)	dow	0.120717496	2766
			4)	don	0.057478286	1317
			5)	dog	0.009732466	223
			6)	dor	0.04342513	995
			7)	dos	0.003535111	81
			8)	Esc	3.0550343E-4	7
		8)	dt	1.4391524E-4	58
			1)	dth	0.99610895	256
			2)	Esc	0.0038910506	1
		9)	dr	1.21583565E-4	49
			1)	dry	0.9977728	448
			2)	Esc	0.0022271716	1
		10)	dp	1.21583565E-4	49
		11)	d’	5.9551134E-4	240
			1)	d’s	0.9978992	475
			2)	Esc	0.0021008404	1
		12)	Esc	2.7294269E-5	11
	9)	s	0.16327499	3654240
		1)	sh	0.037167598	44990
			1)	shy	0.99441344	178
			2)	Esc	0.005586592	1
		2)	se	0.30142102	364859
			1)	set	0.07763785	26595
			2)	sed	0.5348969	183230
			3)	ses	0.24151954	82733
			4)	see	0.0990127	33917
			5)	sea	0.010264135	3516
			6)	ser	0.018295033	6267
			7)	sen	0.011169108	3826
			8)	sel	0.0036228076	1241
			9)	sex	0.0032812536	1124
			10)	seo	1.3136692E-4	45
			11)	se’	1.3720544E-4	47
			12)	Esc	3.211191E-5	11
		3)	ss	0.16243784	196625
			1)	sse	0.5702765	495
			2)	ssy	0.1889401	164
			3)	ss’	0.07603686	66
			4)	ssi	0.16013825	139
			5)	Esc	0.004608295	4
		4)	st	0.41648114	504135
			1)	sts	0.8537301	55571
			2)	ste	0.12147422	7907
			3)	sto	0.0023351563	152
			4)	sty	0.019541573	1272
			5)	sta	0.001797456	117
			6)	st’	0.0010293124	67
			7)	Esc	9.217722E-5	6
		5)	sa	0.0025420026	3077
			1)	sal	0.5030008	53220
			2)	say	0.44786164	47386
			3)	sad	0.011237654	1189
			4)	saw	0.021917678	2319
			5)	san	0.0020225886	214
			6)	sas	0.011596805	1227
			7)	sat	0.0022966778	243
			8)	Esc	6.6159446E-5	7
		6)	sk	0.033868033	40996
			1)	sks	0.9144331	9041
			2)	sky	0.07646404	756
			3)	ski	0.008799434	87
			4)	Esc	3.0342874E-4	3
		7)	so	0.0041603916	5036
			1)	son	0.94453716	25460
			2)	sor	0.04859952	1310
			3)	som	0.00426637	115
			4)	sow	0.0024485253	66
			5)	Esc	1.4839547E-4	4
		8)	si	2.8666717E-4	347
			1)	sis	0.76122934	55333
			2)	sit	0.07811361	5678
			3)	sic	0.13125782	9541
			4)	sir	0.0011143364	81
			5)	sin	0.0063283304	460
			6)	sil	0.008804633	640
			7)	sia	0.011638625	846
			8)	six	0.0014032385	102
			9)	Esc	1.1005792E-4	8
		9)	sl	1.9744512E-4	239
			1)	sly	0.9999573	23447
			2)	Esc	4.264756E-5	1
		10)	sm	0.031571392	38216
			1)	sms	0.9705975	6140
			2)	sma	0.021340499	135
			3)	sm’	0.007587733	48
			4)	Esc	4.7423333E-4	3
		11)	sy	0.005582988	6758
		12)	sp	3.9571634E-4	479
			1)	spy	0.98245615	56
			2)	Esc	0.01754386	1
		13)	sv	4.8163388E-4	583
		14)	sé	1.1565822E-4	140
		15)	s’	0.0032780846	3968
		16)	Esc	1.2391953E-5	15
	10)	h	0.024563812	549760
		1)	hs	0.116445966	16356
			1)	hs’	0.98333335	59
			2)	Esc	0.016666668	1
		2)	ht	0.7820803	109851
			1)	hts	0.99358547	59790
			2)	hth	0.0032571126	196
			3)	hty	0.0031075513	187
			4)	Esc	4.9853763E-5	3
		3)	ha	8.258579E-4	116
			1)	hat	0.92022383	11512
			2)	had	0.013988809	175
			3)	hal	0.019504396	244
			4)	has	0.016866507	211
			5)	ham	0.015827337	198
			6)	han	0.013109513	164
			7)	Esc	4.796163E-4	6
		4)	he	0.011974939	1682
			1)	hes	0.12050895	15154
			2)	hed	0.26268786	33033
			3)	her	0.46321273	58249
			4)	hem	0.09234195	11612
			5)	hen	0.059570577	7491
			6)	het	6.918489E-4	87
			7)	hey	5.725646E-4	72
			8)	hew	3.499006E-4	44
			9)	Esc	6.361829E-5	8
		5)	ho	0.004492382	631
			1)	hod	0.22078592	4287
			2)	hoc	0.03466035	673
			3)	hot	0.04362157	847
			4)	how	0.4779317	9280
			5)	hor	0.09203275	1787
			6)	hop	0.032857805	638
			7)	hol	0.081681	1586
			8)	hon	0.0037080909	72
			9)	hom	0.005356131	104
			10)	hos	0.0040685995	79
			11)	hoe	0.0027295668	53
			12)	Esc	5.6651386E-4	11
		6)	hy	0.074213296	10424
			1)	hyl	0.9876543	80
			2)	Esc	0.012345679	1
		7)	hm	5.9803505E-4	84
			1)	hma	0.99065423	106
			2)	Esc	0.009345794	1
		8)	hu	0.0069130003	971
			1)	hut	0.5115115	511
			2)	hub	0.061061062	61
			3)	hur	0.4244244	424
			4)	Esc	0.003003003	3
		9)	hn	3.1325643E-4	44
		10)	hé	3.203759E-4	45
			1)	hés	0.98214287	55
			2)	Esc	0.017857144	1
		11)	h’	6.122739E-4	86
		12)	h 	0.0011248754	158
		13)	Esc	8.5433574E-5	12
	11)	p	0.0057722456	129188
		1)	py	0.036664072	5891
		2)	pe	0.3353291	53879
			1)	per	0.23666666	12638
			2)	pen	0.33342695	17805
			3)	ped	0.30222845	16139
			4)	pes	0.109868914	5867
			5)	pet	0.007490637	400
			6)	pel	0.0102059925	545
			7)	Esc	1.1235955E-4	6
		3)	pl	0.015503345	2491
			1)	ple	0.76432884	127114
			2)	ply	0.23494962	39074
			3)	pli	7.03514E-4	117
			4)	Esc	1.803882E-5	3
		4)	ph	0.037715886	6060
			1)	phe	0.1333652	558
			2)	phy	0.48470363	2028
			3)	phs	0.34321225	1436
			4)	ph 	0.037762906	158
			5)	Esc	9.5602294E-4	4
		5)	pt	0.25850943	41536
			1)	pts	0.63688797	4969
			2)	pth	0.23775955	1855
			3)	pty	0.11868752	926
			4)	pti	0.0061522685	48
			5)	Esc	5.1268906E-4	4
		6)	ps	0.2949432	47390
			1)	pse	0.9198497	1469
			2)	psy	0.043832187	70
			3)	ps’	0.034439575	55
			4)	Esc	0.0018785222	3
		7)	po	4.1076707E-4	66
			1)	pon	0.92804956	10035
			2)	pot	0.060945157	659
			3)	pol	0.010727827	116
			4)	Esc	2.7744382E-4	3
		8)	pa	4.730045E-4	76
			1)	pay	0.8265766	9175
			2)	pal	0.12963964	1439
			3)	pas	0.0054054055	60
			4)	pan	0.022342343	248
			5)	pad	0.0045045046	50
			6)	pat	0.0044144145	49
			7)	pam	0.0064864866	72
			8)	Esc	6.3063065E-4	7
		9)	pm	0.019953322	3206
		10)	p’	4.3566205E-4	70
			1)	p’s	0.9932432	147
			2)	Esc	0.006756757	1
		11)	Esc	6.2237435E-5	10
	12)	y	0.08986751	2011315
		1)	ye	0.03517265	1969
			1)	yed	0.35307518	11935
			2)	yet	0.49081442	16591
			3)	yes	0.05919593	2001
			4)	yer	0.08271455	2796
			5)	yee	0.014052007	475
			6)	Esc	1.4791587E-4	5
		2)	ys	0.94180167	52723
			1)	yse	0.6785483	1047
			2)	yst	0.20998056	324
			3)	yss	0.049254697	76
			4)	ys’	0.05962411	92
			5)	Esc	0.0025923525	4
		3)	yo	0.003947768	221
			1)	you	0.84126586	3376
			2)	yor	0.03887366	156
			3)	yos	0.11911289	478
			4)	Esc	7.475704E-4	3
		4)	ya	0.007984852	447
			1)	yal	0.997561	409
			2)	Esc	0.0024390244	1
		5)	ym	0.0011075187	62
		6)	yl	0.0027687966	155
			1)	yle	0.998632	730
			2)	Esc	0.0013679891	1
		7)	y’	0.0070916917	397
			1)	y’s	0.9994169	1714
			2)	Esc	5.8309035E-4	1
		8)	Esc	1.2504242E-4	7
	13)	w	0.014583333	326388
		1)	we	0.010720005	917
			1)	wed	0.34284365	15237
			2)	wer	0.64226085	28544
			3)	wes	0.0041176337	183
			4)	wel	0.001755057	78
			5)	web	0.007222735	321
			6)	wet	0.0016650541	74
			7)	Esc	1.3500439E-4	6
		2)	wn	0.6243322	53406
			1)	wns	0.99919933	1248
			2)	Esc	8.006405E-4	1
		3)	ws	0.35807392	30630
		4)	wl	8.884628E-4	76
			1)	wly	0.99928313	1394
			2)	Esc	7.1684585E-4	1
		5)	wo	0.004769643	408
			1)	won	0.9990575	1060
			2)	Esc	9.4250706E-4	1
		6)	wd	0.0011456495	98
			1)	wds	0.98	49
			2)	Esc	0.02	1
		7)	Esc	7.01418E-5	6
	14)	t	0.11787944	2638247
		1)	te	0.20876862	364838
			1)	ted	0.54151213	327643
			2)	ter	0.18580717	112423
			3)	tes	0.10312502	62396
			4)	tem	0.0672719	40703
			5)	ten	0.039266046	23758
			6)	tep	0.022973232	13900
			7)	tee	0.03922638	23734
			8)	tel	5.2557467E-4	318
			9)	tet	7.6026525E-5	46
			10)	tex	1.2395628E-4	75
			11)	te’	7.437378E-5	45
			12)	Esc	1.8180255E-5	11
		2)	th	0.2344849	409779
			1)	ths	0.6623524	14585
			2)	thy	0.3064941	6749
			3)	the	0.025431426	560
			4)	thm	0.0033605814	74
			5)	th’	0.0021344232	47
			6)	Esc	2.2706631E-4	5
		3)	ty	0.19902425	347809
			1)	tys	0.7799114	528
			2)	ty’	0.21713442	147
			3)	Esc	0.0029542097	2
		4)	ta	0.008254887	14426
			1)	tal	0.8055438	68352
			2)	tay	0.021743743	1845
			3)	tax	0.12250742	10395
			4)	tas	0.032527223	2760
			5)	tar	0.0050794324	431
			6)	tan	0.0043723187	371
			7)	tab	5.7747605E-4	49
			8)	tag	8.956772E-4	76
			9)	tat	0.005161929	438
			10)	tap	0.0014731532	125
			11)	Esc	1.1785226E-4	10
		5)	ts	0.30904153	540072
			1)	ts’	0.99731183	371
			2)	Esc	0.002688172	1
		6)	to	0.037534956	65595
			1)	too	0.41282722	35563
			2)	tor	0.45415288	39123
			3)	top	0.10149167	8743
			4)	tom	0.012989727	1119
			5)	ton	0.008532126	735
			6)	tow	6.036334E-4	52
			7)	tos	0.0060131173	518
			8)	toy	0.0026815254	231
			9)	toe	6.036334E-4	52
			10)	Esc	1.0447501E-4	9
		7)	ti	0.0010815011	1890
			1)	tic	0.9236869	47060
			2)	tim	0.027616393	1407
			3)	tia	0.014720892	750
			4)	tio	0.011266389	574
			5)	til	0.0018253906	93
			6)	tir	0.0029049227	148
			7)	tik	9.028814E-4	46
			8)	tie	0.0048284526	246
			9)	tip	0.0031797127	162
			10)	tis	0.0034545027	176
			11)	tin	0.00539766	275
			12)	Esc	2.1590642E-4	11
		8)	tu	6.6950066E-5	117
			1)	tus	0.7953308	7597
			2)	tup	0.038840033	371
			3)	tue	0.061034337	583
			4)	tum	0.10437605	997
			5)	Esc	4.1876046E-4	4
		9)	tc	0.0012331401	2155
			1)	tch	0.9190086	4153
			2)	tcy	0.08054879	364
			3)	Esc	4.4257578E-4	2
		10)	tt	2.180169E-4	381
			1)	tto	0.21437271	352
			2)	tty	0.4853837	797
			3)	tte	0.21559075	354
			4)	tts	0.050548114	83
			5)	tta	0.031059684	51
			6)	Esc	0.003045067	5
		11)	té	3.3761145E-5	59
		12)	t’	2.506336E-4	438
			1)	t’s	0.9982729	578
			2)	Esc	0.0017271157	1
		13)	Esc	6.8666736E-6	12
	15)	v	3.9721384E-5	889
		1)	ve	0.9928052	393130
			1)	ved	0.2265608	65832
			2)	ves	0.30919808	89844
			3)	ven	0.22817142	66300
			4)	ver	0.10540281	30627
			5)	vel	0.12557688	36489
			6)	vey	0.00491102	1427
			7)	ve’	1.5486749E-4	45
			8)	Esc	2.4090497E-5	7
		2)	vy	0.0064978194	2573
		3)	va	2.9294484E-4	116
			1)	van	0.20420359	1982
			2)	val	0.79559034	7722
			3)	Esc	2.060581E-4	2
		4)	vo	3.9396028E-4	156
			1)	von	0.6628264	863
			2)	voc	0.08371736	109
			3)	voy	0.25115207	327
			4)	Esc	0.0023041475	3
		5)	Esc	1.0101546E-5	4
	16)	u	2.8077522E-4	6284
		1)	um	0.053041946	31817
			1)	ume	0.4743644	4478
			2)	ums	0.31038135	2930
			3)	umn	0.12394068	1170
			4)	umb	0.018008474	170
			5)	ump	0.061334744	579
			6)	uma	0.011334746	107
			7)	Esc	6.355932E-4	6
		2)	ug	0.0039376775	2362
			1)	uge	0.3843431	6623
			2)	ugh	0.38939184	6710
			3)	ugs	0.22318941	3846
			4)	ugo	0.002843547	49
			5)	Esc	2.3212627E-4	4
		3)	ul	0.06009709	36049
			1)	uly	0.017442295	4670
			2)	uld	0.7421491	198703
			3)	ult	0.14404273	38566
			4)	ule	0.033678196	9017
			5)	ull	0.055733174	14922
			6)	ulf	0.0011018151	295
			7)	ula	0.0035855682	960
			8)	ulk	0.0016209756	434
			9)	uls	3.7349667E-4	100
			10)	uli	2.3530291E-4	63
			11)	Esc	3.7349666E-5	10
		4)	ut	0.2705778	162305
			1)	ute	0.5693933	22421
			2)	uty	0.14122458	5561
			3)	uth	0.17037864	6709
			4)	uts	0.11402596	4490
			5)	uti	0.0048505473	191
			6)	Esc	1.2697768E-4	5
		5)	us	0.20863521	125149
			1)	ust	0.74191177	194530
			2)	use	0.22377871	58675
			3)	uss	0.02472912	6484
			4)	ush	0.0082646515	2167
			5)	usy	0.0012967151	340
			6)	Esc	1.9069339E-5	5
		6)	ua	3.7342918E-4	224
			1)	ual	0.9999788	47170
			2)	Esc	2.1199467E-5	1
		7)	un	0.0095957965	5756
			1)	ung	0.1372772	10382
			2)	unt	0.35953614	27191
			3)	und	0.4515259	34148
			4)	une	0.017784419	1345
			5)	unk	0.0035701063	270
			6)	una	0.01617126	1223
			7)	uns	0.014042418	1062
			8)	Esc	9.2558315E-5	7
		8)	ur	0.12313494	73862
			1)	ure	0.7779391	177924
			2)	urs	0.076156914	17418
			3)	ury	0.021564238	4932
			4)	uro	0.047325894	10824
			5)	urn	0.05626727	12869
			6)	urt	0.012386757	2833
			7)	urb	0.00208122	476
			8)	urd	0.005325475	1218
			9)	urf	2.1424323E-4	49
			10)	urg	3.8913568E-4	89
			11)	ura	3.0168946E-4	69
			12)	Esc	4.8095422E-5	11
		9)	up	0.044758156	26848
			1)	ups	0.9007036	13697
			2)	upt	0.07529427	1145
			3)	upy	0.023804827	362
			4)	Esc	1.9727756E-4	3
		10)	ue	0.20647466	123853
			1)	ued	0.13226958	8447
			2)	ues	0.8134728	51950
			3)	uel	0.051376406	3281
			4)	uer	0.0028185775	180
			5)	Esc	6.263506E-5	4
		11)	ud	0.013433448	8058
			1)	ude	0.8096564	22102
			2)	udy	0.18268737	4987
			3)	uds	0.0075463406	206
			4)	Esc	1.0989816E-4	3
		12)	ub	0.001091947	655
			1)	ubt	0.92407334	7205
			2)	ubs	0.069129154	539
			3)	uba	0.0064127226	50
			4)	Esc	3.8476338E-4	3
		13)	uo	8.568866E-4	514
		14)	ux	0.0012469867	748
		15)	uy	0.0025423192	1525
			1)	uys	0.9918033	121
			2)	Esc	0.008196721	1
		16)	ué	1.7504493E-4	105
		17)	Esc	2.6673513E-5	16
	17)	b	5.7750155E-4	12925
		1)	be	0.9339284	453680
			1)	ber	0.8559844	43490
			2)	bed	0.08618891	4379
			3)	bes	0.014978251	761
			4)	bet	0.0032672663	166
			5)	bel	0.026846694	1364
			6)	bey	0.0029523491	150
			7)	beg	0.006081839	309
			8)	bee	0.0035428188	180
			9)	Esc	1.5745862E-4	8
		2)	bi	3.417213E-4	166
			1)	bit	0.2896833	2982
			2)	big	0.41276473	4249
			3)	bid	0.061297845	631
			4)	bic	0.045851953	472
			5)	bia	0.13823587	1423
			6)	bin	0.0362347	373
			7)	bis	0.015251603	157
			8)	Esc	6.800078E-4	7
		3)	bs	0.028278466	13737
			1)	bse	0.98214287	55
			2)	Esc	0.017857144	1
		4)	ba	1.8527058E-4	90
			1)	ban	0.23807839	7399
			2)	bat	0.19093893	5934
			3)	bad	0.1152262	3581
			4)	bal	0.44404402	13800
			5)	bag	0.0040221377	125
			6)	bar	0.007497265	233
			7)	Esc	1.9306262E-4	6
		5)	bt	0.0212423	10319
			1)	bts	0.99961776	2615
			2)	Esc	3.82263E-4	1
		6)	by	0.014749597	7165
			1)	bye	0.9885057	86
			2)	Esc	0.011494253	1
		7)	bo	1.9144626E-4	93
			1)	bol	0.18539728	777
			2)	box	0.12837031	538
			3)	bow	0.037699834	158
			4)	bon	0.5509425	2309
			5)	boo	0.054640897	229
			6)	boy	0.041517537	174
			7)	Esc	0.0014316392	6
		8)	bn	2.058562E-4	100
		9)	b­	1.3998222E-4	68
		10)	bg	7.1637955E-4	348
		11)	Esc	2.058562E-5	10
	18)	g	0.06014617	1346125
		1)	gs	0.15523961	53492
			1)	gst	0.9997181	3547
			2)	Esc	2.8184892E-4	1
		2)	go	0.09530236	32839
			1)	got	0.87189585	2879
			2)	god	0.016959418	56
			3)	gon	0.058449425	193
			4)	gos	0.051483948	170
			5)	Esc	0.001211387	4
		3)	ga	0.0013233616	456
			1)	gal	0.7303308	32870
			2)	gap	0.046570532	2096
			3)	gan	0.054502632	2453
			4)	gay	0.004443753	200
			5)	gas	0.1188704	5350
			6)	gar	0.045148533	2032
			7)	Esc	1.333126E-4	6
		4)	gh	0.061019745	21026
			1)	ght	0.99819064	109783
			2)	ghs	0.0017912022	197
			3)	Esc	1.8184794E-5	2
		5)	ge	0.4597811	158430
			1)	get	0.33771992	49581
			2)	ger	0.16818222	24691
			3)	ges	0.274271	40266
			4)	ged	0.20573391	30204
			5)	gen	0.00543556	798
			6)	gee	0.008255512	1212
			7)	ge’	3.541969E-4	52
			8)	Esc	4.768035E-5	7
		6)	gi	1.276928E-4	44
			1)	gic	0.4216438	9460
			2)	gin	0.53467643	11996
			3)	gid	0.026074167	585
			4)	gis	0.010786236	242
			5)	gia	0.0065965415	148
			6)	Esc	2.2285612E-4	5
		7)	gg	5.630091E-4	194
			1)	ggs	0.99607843	254
			2)	Esc	0.003921569	1
		8)	gy	0.16750102	57717
			1)	gys	0.9861111	71
			2)	Esc	0.013888889	1
		9)	gn	0.057943508	19966
			1)	gns	0.9752412	3033
			2)	gne	0.024115756	75
			3)	Esc	6.430868E-4	2
		10)	gm	6.5587665E-4	226
			1)	gma	0.99676377	308
			2)	Esc	0.003236246	1
		11)	g’	5.107712E-4	176
			1)	g’s	0.989899	98
			2)	Esc	0.01010101	1
		12)	Esc	3.19232E-5	11
	19)	l	0.051985014	1163471
		1)	le	0.25483692	482457
			1)	led	0.33062476	62213
			2)	les	0.33217126	62504
			3)	let	0.123565115	23251
			4)	lex	0.022192935	4176
			5)	ler	0.0179361	3375
			6)	lem	0.15234259	28666
			7)	lel	0.0076580504	1441
			8)	len	0.0072594704	1366
			9)	ley	0.001089452	205
			10)	lee	0.0013604864	256
			11)	lea	0.0021363888	402
			12)	lew	3.613792E-4	68
			13)	leg	4.889248E-4	92
			14)	leo	3.029208E-4	57
			15)	le’	4.304664E-4	81
			16)	Esc	7.9715996E-5	15
		2)	ly	0.39254722	743170
			1)	lys	0.98	49
			2)	Esc	0.02	1
		3)	ld	0.14854065	281217
			1)	lds	0.98916453	6938
			2)	ldy	0.010550328	74
			3)	Esc	2.85144E-4	2
		4)	lf	0.026873562	50877
		5)	lt	0.026478464	50129
			1)	lth	0.5473164	24239
			2)	lts	0.29640752	13127
			3)	lty	0.15390521	6816
			4)	lta	0.002280579	101
			5)	Esc	9.031996E-5	4
		6)	ll	0.07460705	141246
			1)	lly	0.9231825	178285
			2)	lls	0.07272162	14044
			3)	lla	0.0031172328	602
			4)	lle	5.1781273E-4	100
			5)	lli	4.349627E-4	84
			6)	Esc	2.5890638E-5	5
		7)	li	2.1286722E-4	403
			1)	lic	0.8423303	38417
			2)	lid	0.062225927	2838
			3)	lim	0.0032231188	147
			4)	lie	0.035717417	1629
			5)	lia	0.015304333	698
			6)	lip	0.008814243	402
			7)	lis	0.0018637081	85
			8)	lit	0.019031748	868
			9)	lin	0.0025872653	118
			10)	lio	0.008682687	396
			11)	Esc	2.1925977E-4	10
		8)	ls	0.056964956	107846
			1)	lst	0.4140965	4283
			2)	lse	0.5473267	5661
			3)	lso	0.030938799	320
			4)	ls’	0.0072512813	75
			5)	Esc	3.86735E-4	4
		9)	lo	8.08156E-5	153
			1)	low	0.7180841	37270
			2)	lot	0.08770375	4552
			3)	loy	0.018245924	947
			4)	los	0.0016762359	87
			5)	lop	0.15800932	8201
			6)	loc	0.0067049437	348
			7)	lor	0.005028708	261
			8)	lon	0.0010982236	57
			9)	log	0.0032754038	170
			10)	Esc	1.7340372E-4	9
		10)	la	9.2330493E-4	1748
			1)	lar	0.45635945	48051
			2)	lay	0.14871025	15658
			3)	lan	0.09819359	10339
			4)	law	0.23997074	25267
			5)	lag	0.01014322	1068
			6)	las	0.0053375377	562
			7)	lad	0.028454203	2996
			8)	lap	0.0033050943	348
			9)	laf	8.927554E-4	94
			10)	lat	0.0014246097	150
			11)	lax	0.005261558	554
			12)	lae	0.0013771227	145
			13)	lam	4.463777E-4	47
			14)	Esc	1.2346618E-4	13
		11)	lp	0.011365947	21518
			1)	lps	0.9991625	1193
			2)	Esc	8.375209E-4	1
		12)	lu	1.6744145E-4	317
			1)	lue	0.48455697	8613
			2)	lus	0.11381153	2023
			3)	lum	0.34520394	6136
			4)	lux	0.024303798	432
			5)	lug	0.0071448665	127
			6)	lub	0.021884669	389
			7)	lur	0.002700422	48
			8)	Esc	3.9381153E-4	7
		13)	lv	7.0251466E-5	133
			1)	lve	0.99991065	11191
			2)	Esc	8.934954E-5	1
		14)	lk	0.005394573	10213
			1)	lks	0.9997428	3887
			2)	Esc	2.5720164E-4	1
		15)	lm	8.4935606E-4	1608
			1)	lms	0.9980695	517
			2)	Esc	0.0019305019	1
		16)	l’	7.817456E-5	148
			1)	l’s	0.98888886	89
			2)	Esc	0.011111111	1
		17)	Esc	8.451304E-6	16
	20)	f	0.0031508575	70519
		1)	fe	0.24664363	16773
			1)	few	0.26451847	7971
			2)	fer	0.6922745	20861
			3)	fed	0.022964094	692
			4)	fee	0.017820403	537
			5)	fes	0.0022565871	68
			6)	Esc	1.6592554E-4	5
		2)	ft	0.34096023	23187
			1)	fth	0.57316524	1273
			2)	fts	0.33633497	747
			3)	fty	0.089149036	198
			4)	Esc	0.0013507429	3
		3)	fi	0.0085434895	581
			1)	fit	0.28420982	12522
			2)	fic	0.63641936	28040
			3)	fil	0.05871672	2587
			4)	fin	0.008284346	365
			5)	fix	0.0069225356	305
			6)	fia	0.00531106	234
			7)	Esc	1.3618103E-4	6
		4)	fy	0.21096978	14347
		5)	ff	0.11307992	7690
			1)	ffs	0.99959564	2472
			2)	Esc	4.0436717E-4	1
		6)	fr	0.032777	2229
		7)	fs	0.04692302	3191
		8)	Esc	1.02933605E-4	7
	21)	c	0.009659311	216184
		1)	ct	0.25743315	216604
			1)	cts	0.98688906	73240
			2)	cto	0.008529503	633
			3)	cta	8.219584E-4	61
			4)	cti	0.0030452886	226
			5)	ct’	6.4678694E-4	48
			6)	Esc	6.737364E-5	5
		2)	ce	0.4321208	363586
			1)	ced	0.30962154	54616
			2)	ces	0.6680254	117837
			3)	cer	0.017392684	3068
			4)	cel	0.0027438265	484
			5)	cet	2.7211502E-4	48
			6)	cea	0.0010771219	190
			7)	ce’	8.276832E-4	146
			8)	Esc	3.968344E-5	7
		3)	ca	3.5892602E-4	302
			1)	can	0.4939333	119683
			2)	cal	0.50304985	121892
			3)	cat	6.107979E-4	148
			4)	car	6.47941E-4	157
			5)	cay	1.8158856E-4	44
			6)	cap	0.0015517569	376
			7)	Esc	2.4762077E-5	6
		4)	cy	0.16844328	141728
			1)	cys	0.873706	422
			2)	cy’	0.12215321	59
			3)	Esc	0.004140787	2
		5)	ck	0.038862657	32699
			1)	cks	0.96540225	11580
			2)	cky	0.034431014	413
			3)	Esc	1.6673614E-4	2
		6)	ch	0.0801855	67468
			1)	che	0.25671488	497
			2)	chy	0.34555784	669
			3)	cho	0.30991736	600
			4)	ché	0.022727273	44
			5)	chs	0.028409092	55
			6)	cht	0.03357438	65
			7)	Esc	0.0030991735	6
		7)	cu	1.17661184E-4	99
			1)	cut	0.3124019	4776
			2)	cus	0.49241236	7528
			3)	cur	0.13598901	2079
			4)	cue	0.048076924	735
			5)	cum	0.0058215596	89
			6)	cup	0.0049058083	75
			7)	Esc	3.924647E-4	6
		8)	cs	0.018470429	15541
		9)	co	0.0039969147	3363
			1)	col	0.48931736	1878
			2)	cow	0.13678999	525
			3)	con	0.039864514	153
			4)	cod	0.20401251	783
			5)	com	0.057842627	222
			6)	coa	0.070609696	271
			7)	Esc	0.0015633142	6
		10)	Esc	1.0696471E-5	9
	22)	x	9.219472E-4	20634
		1)	xt	0.99502754	49827
			1)	xts	0.82685155	2445
			2)	xth	0.1724721	510
			3)	Esc	6.763612E-4	2
		2)	xe	0.0010983305	55
			1)	xes	0.58183676	3985
			2)	xed	0.41787124	2862
			3)	Esc	2.9201343E-4	2
		3)	xi	0.0014378146	72
			1)	xit	0.17160425	307
			2)	xin	0.16825043	301
			3)	xic	0.4745668	849
			4)	xis	0.14645053	262
			5)	xim	0.036333147	65
			6)	Esc	0.0027948574	5
		4)	xy	0.0023564182	118
		5)	Esc	7.9878584E-5	4
	23)	k	0.0135697005	303702
		1)	ke	0.67457396	139255
			1)	ker	0.038782477	5963
			2)	ken	0.2621118	40301
			3)	ked	0.20001301	30753
			4)	ket	0.29072875	44701
			5)	key	0.0772983	11885
			6)	kes	0.13026568	20029
			7)	kel	7.54447E-4	116
			8)	Esc	4.5526976E-5	7
		2)	ks	0.31178004	64362
			1)	ks’	0.9859155	70
			2)	Esc	0.014084507	1
		3)	ka	0.0033327844	688
			1)	kas	0.9782609	45
			2)	Esc	0.02173913	1
		4)	ky	0.0064669577	1335
		5)	km	0.0021604968	446
		6)	ki	5.909879E-4	122
			1)	kin	0.59577924	367
			2)	kid	0.0762987	47
			3)	kit	0.08279221	51
			4)	kip	0.10064935	62
			5)	kia	0.13636364	84
			6)	Esc	0.008116883	5
		7)	kh	3.3909144E-4	70
		8)	kg	7.169362E-4	148
		9)	Esc	3.8753307E-5	8
	24)	j	2.1000058E-6	47
	25)	z	8.26598E-6	185
		1)	ze	0.8708371	7740
			1)	zed	0.6956775	10735
			2)	zen	0.2386106	3682
