English	3	22380797
			1)	eye	0.9997158	3518
			2)	Esc	2.8417163E-4	1
		11)	ed	0.013976882	15381
			1)	edg	0.028043464	431
			2)	edu	0.93512917	14372
			3)	edi	0.03663218	563
			4)	Esc	1.9519812E-4	3
		12)	ef	0.07112571	78271
			1)	eff	0.99998724	78260
			2)	Esc	1.2777757E-5	1
		13)	ec	0.070704974	77808
			1)	eco	0.9814827	76272
			2)	ech	0.012186177	947
			3)	ecu	0.0024449562	190
			4)	ecl	6.4340956E-4	50
			5)	ecs	8.493006E-4	66
			6)	ecc	7.077505E-4	55
			7)	eca	0.0015956557	124
			8)	Esc	9.007734E-5	7
		14)	et	0.0073223924	8058
			1)	etc	0.2892273	2317
			2)	eth	0.69167393	5541
			3)	ete	0.018724253	150
			4)	Esc	3.7448507E-4	3
		15)	eu	0.018488633	20346
			1)	eur	0.9794259	19756
			2)	eut	0.008378365	169
			3)	eup	0.012046998	243
			4)	Esc	1.4872837E-4	3
		16)	er	0.005890264	6482
			1)	ero	0.10968147	699
			2)	era	0.40702966	2594
			3)	err	0.41236466	2628
			4)	eru	0.03718814	237
			5)	ere	0.032951515	210
			6)	Esc	7.845599E-4	5
		17)	ep	0.0013321702	1466
			1)	epi	0.99926525	1360
			2)	Esc	7.3475385E-4	1
		18)	eg	0.001012304	1114
			1)	ego	0.33408323	297
			2)	egg	0.511811	455
			3)	ega	0.080989875	72
			4)	egy	0.06861642	61
			5)	Esc	0.0044994378	4
		19)	ee	2.935136E-4	323
			1)	eeu	0.67741936	189
			2)	eel	0.3154122	88
			3)	Esc	0.007168459	2
		20)	ej	6.088363E-5	67
			1)	eju	0.98039216	50
			2)	Esc	0.019607844	1
		21)	eb	7.087945E-5	78
		22)	Esc	1.9082929E-5	21
	10)	p	0.0890391	1992766
		1)	pl	0.058074366	115722
			1)	ple	0.19114971	21637
			2)	pla	0.7733095	87534
			3)	plu	0.029975086	3393
			4)	pli	0.0033305653	377
			5)	plo	0.002190929	248
			6)	Esc	4.4171953E-5	5
		2)	pe	0.10058606	200433
			1)	per	0.41421482	82978
			2)	peo	0.39755198	79640
			3)	pea	0.09243932	18518
			4)	pen	0.0670557	13433
			5)	pet	0.013667721	2738
			6)	pes	0.009015305	1806
			7)	pee	0.0015724369	315
			8)	pec	0.0017820952	357
			9)	ped	0.001966794	394
			10)	pel	6.8388524E-4	137
			11)	Esc	4.991863E-5	10
		3)	pa	0.13386331	266743
			1)	par	0.70912284	189150
			2)	pas	0.06059879	16164
			3)	pay	0.07313169	19507
			4)	pat	0.04829833	12883
			5)	pai	0.027933778	7451
			6)	pac	0.045610297	12166
			7)	pag	0.004101403	1094
			8)	pap	0.012544145	3346
			9)	pav	0.0033965914	906
			10)	pan	0.009320007	2486
			11)	pal	0.0019457295	519
			12)	pau	0.0010272252	274
			13)	pae	0.0019944664	532
			14)	pad	1.9494785E-4	52
			15)	paw	2.2493982E-4	60
			16)	pak	3.0741777E-4	82
			17)	pam	1.8370086E-4	49
			18)	Esc	6.373295E-5	17
		4)	po	0.20560189	409693
			1)	poi	0.15410773	63129
			2)	pos	0.26280996	107658
			3)	pol	0.40423834	165593
			4)	pow	0.057706486	23639
			5)	por	0.015877279	6504
			6)	pov	0.021494377	8805
			7)	poo	0.022734486	9313
			8)	pot	0.022756455	9322
			9)	pop	0.03294584	13496
			10)	pon	5.370543E-4	220
			11)	poe	6.1761244E-4	253
			12)	pou	0.0023972152	982
			13)	poc	0.0012474307	511
			14)	poa	1.440282E-4	59
			15)	pok	1.5379282E-4	63
			16)	pom	1.9285132E-4	79
			17)	Esc	3.9058494E-5	16
		5)	pr	0.4288516	854552
			1)	pre	0.19042252	162721
			2)	pro	0.6693512	571978
			3)	pri	0.109173976	93292
			4)	pra	0.029960468	25602
			5)	pru	0.0010859822	928
			6)	Esc	5.851197E-6	5
		6)	pu	0.054663334	108925
			1)	pub	0.4051348	44105
			2)	pur	0.19561842	21296
			3)	put	0.32626647	35519
			4)	pul	0.009240802	1006
			5)	pus	0.026179213	2850
			6)	puz	0.0016258669	177
			7)	pun	0.029026777	3160
			8)	pum	0.0019289947	210
			9)	pup	0.004895972	533
			10)	Esc	8.26712E-5	9
		7)	pi	0.008472629	16883
			1)	pit	0.08449358	1414
			2)	pil	0.3385121	5665
			3)	pie	0.14884971	2491
			4)	piv	0.013564386	227
			5)	pin	0.024738573	414
			6)	pic	0.18326859	3067
			7)	pir	0.04822229	807
			8)	pip	0.07654616	1281
			9)	pio	0.034000598	569
			10)	pig	0.047206454	790
			11)	Esc	5.9755007E-4	10
		8)	pm	0.0015782986	3145
		9)	ph	0.0069430084	13835
			1)	pha	0.38120708	5274
			2)	phi	0.097361766	1347
			3)	phe	0.18894109	2614
			4)	phy	0.15576437	2155
			5)	phr	0.06938923	960
			6)	pht	0.01438381	199
			7)	pho	0.09244669	1279
			8)	Esc	5.0596317E-4	7
		10)	pt	6.047218E-4	1205
		11)	py	1.13416696E-4	226
			1)	pyr	0.995283	211
			2)	Esc	0.004716981	1
		12)	ps	6.0823467E-4	1212
			1)	psy	0.8371901	1013
			2)	pse	0.16115703	195
			3)	Esc	0.0016528926	2
		13)	pp	3.2619846E-5	65
			1)	ppm	0.98333335	59
			2)	Esc	0.016666668	1
		14)	Esc	6.523969E-6	13
	11)	f	0.044070594	986335
		1)	fe	0.05533208	54568
			1)	fes	0.00350176	191
			2)	few	0.17739807	9676
			3)	fee	0.34104577	18602
			4)	fel	0.19188179	10466
			5)	fea	0.17781974	9699
			6)	fer	0.024622323	1343
			7)	fed	0.045742888	2495
			8)	fem	0.027060721	1476
			9)	fet	0.0014117043	77
			10)	fev	0.0034650925	189
			11)	fen	0.0045101205	246
			12)	feu	0.0013200352	72
			13)	Esc	2.2000587E-4	12
		2)	fa	0.21608289	213099
			1)	fai	0.12890975	27461
			2)	fac	0.391386	83375
			3)	far	0.19159722	40815
			4)	fav	0.12474123	26573
			5)	fam	0.061645348	13132
			6)	fal	0.04713062	10040
			7)	fau	0.0061917617	1319
			8)	fas	0.020579744	4384
			9)	fat	0.017636428	3757
			10)	fab	0.002539608	541
			11)	fan	0.0057504987	1225
			12)	fax	5.633142E-4	120
			13)	fak	6.478113E-4	138
			14)	fad	6.149513E-4	131
			15)	Esc	6.5719985E-5	14
		3)	fo	0.18201646	179503
			1)	for	0.5599412	100482
			2)	fol	0.155151	27842
			3)	fog	3.5107078E-4	63
			4)	fou	0.091991685	16508
			5)	foc	0.06503168	11670
			6)	foo	0.110576145	19843
			7)	foi	6.352709E-4	114
			8)	fos	0.012995191	2332
			9)	fon	6.352709E-4	114
			10)	foe	5.9626304E-4	107
			11)	fob	2.9534523E-4	53
			12)	fod	0.0010755025	193
			13)	fom	3.6221588E-4	65
			14)	foa	2.8420016E-4	51
			15)	Esc	7.801573E-5	14
		4)	fl	0.031216063	30785
			1)	fle	0.39583603	12187
			2)	flo	0.32038456	9864
			3)	fla	0.13934	4290
			4)	fly	0.033292193	1025
			5)	fli	0.07122905	2193
			6)	flu	0.03972327	1223
			7)	Esc	1.9488113E-4	6
		5)	fu	0.16267538	160429
			1)	fun	0.35659742	57205
			2)	fut	0.25093037	40254
			3)	ful	0.20718868	33237
			4)	fur	0.15589176	25008
			5)	fue	0.025514433	4093
			6)	fus	0.00273035	438
			7)	fud	3.553195E-4	57
			8)	fum	4.4259097E-4	71
			9)	fug	2.9298276E-4	47
			10)	Esc	5.610308E-5	9
		6)	fi	0.25820658	254641
			1)	fis	0.10280186	26120
			2)	fir	0.28601116	72670
			3)	fin	0.41832328	106288
			4)	fig	0.08695652	22094
			5)	fie	0.057418697	14589
			6)	fit	0.008084036	2054
			7)	fif	0.011882038	3019
			8)	fil	0.014731523	3743
			9)	fiv	0.0027747056	705
			10)	fix	0.0077298186	1964
			11)	fic	8.934159E-4	227
			12)	fib	0.0011334968	288
			13)	fid	7.044997E-4	179
			14)	fia	4.998406E-4	127
			15)	Esc	5.510054E-5	14
		7)	fr	0.094463445	93159
			1)	fra	0.3562102	32382
			2)	fre	0.47528794	43207
			3)	fro	0.053692237	4881
			4)	fri	0.06995061	6359
			5)	fru	0.04480403	4073
			6)	Esc	5.5001266E-5	5
		8)	Esc	7.0980163E-6	7
	12)	m	0.057142828	1278902
		1)	mi	0.092620224	118368
			1)	mil	0.28870693	34165
			2)	min	0.3367304	39848
			3)	mig	0.15476009	18314
			4)	mix	0.017027497	2015
			5)	mis	0.14893779	17625
			6)	mid	0.027413003	3244
			7)	mic	0.013909311	1646
			8)	mir	0.006312427	747
			9)	mit	0.006126519	725
			10)	Esc	7.605334E-5	9
		2)	ma	0.32991964	421635
			1)	mat	0.10720877	45190
			2)	mad	0.15633407	65897
			3)	may	0.07415412	31257
			4)	man	0.10200848	42998
			5)	mak	0.205113	86458
			6)	maj	0.06965842	29362
			7)	mar	0.16607516	70003
			8)	mag	0.0033688087	1420
			9)	max	0.00929032	3916
			10)	mai	0.07317194	30843
			11)	mac	0.008018713	3380
			12)	mas	0.016400404	6913
			13)	mam	4.270321E-4	180
			14)	mal	0.004827835	2035
			15)	map	0.003062769	1291
			16)	maf	8.4220216E-4	355
			17)	Esc	3.7958405E-5	16
		3)	me	0.18682732	238764
			1)	mea	0.39694548	94086
			2)	mee	0.10455437	24782
			3)	mer	0.04232465	10032
			4)	met	0.06648666	15759
			5)	mes	0.03120346	7396
			6)	men	0.12399114	29389
			7)	mem	0.10653728	25252
			8)	med	0.088804975	21049
			9)	mec	0.036848433	8734
			10)	meg	7.6363253E-4	181
			11)	mel	0.0011644341	276
			12)	mep	3.2486024E-4	77
			13)	Esc	5.0627572E-5	12
		4)	mo	0.20215604	258354
			1)	mon	0.19868198	51313
			2)	mor	0.47809824	123477
			3)	mov	0.0921798	23807
			4)	mod	0.08324331	21499
			5)	mot	0.057262447	14789
			6)	moo	0.0019127493	494
			7)	mom	0.04261094	11005
			8)	mou	0.009896735	2556
			9)	mob	0.029380448	7588
			10)	mos	0.0045882748	1185
			11)	mol	9.3314284E-4	241
			12)	moc	9.5250265E-4	246
			13)	mop	2.0908595E-4	54
			14)	Esc	5.0335504E-5	13
		5)	mu	0.1323411	169131
			1)	mul	0.05882005	9945
			2)	muc	0.009764898	1651
			3)	mus	0.8732338	147642
			4)	mun	0.005583321	944
			5)	mut	0.03386663	5726
			6)	mud	0.0013840012	234
			7)	mur	0.016572528	2802
			8)	mug	3.371285E-4	57
			9)	muz	3.8444478E-4	65
			10)	Esc	5.3230815E-5	9
		6)	my	0.004725378	6039
			1)	mys	0.932257	5601
			2)	myt	0.05792277	348
			3)	myr	0.009320905	56
			4)	Esc	4.9933424E-4	3
		7)	mr	0.0510754	65274
			1)	mrs	0.7937672	3464
			2)	mr 	0.20577452	898
			3)	Esc	4.5829514E-4	2
		8)	mg	1.291087E-4	165
		9)	ms	1.1345915E-4	145
		10)	mt	8.4507505E-5	108
		11)	Esc	7.8247685E-6	10
	13)	b	0.05713863	1278808
		1)	bu	0.06678638	85283
			1)	bug	8.9141197E-4	76
			2)	bui	0.1541439	13142
			3)	bus	0.2109714	17987
			4)	bur	0.1304511	11122
			5)	bud	0.4403223	37541
			6)	buc	0.0020995098	179
			7)	buy	0.029404866	2507
			8)	bul	0.01662014	1417
			9)	bub	0.0017476366	149
			10)	bum	6.8028807E-4	58
			11)	but	0.0078115836	666
			12)	buz	5.5126793E-4	47
			13)	bun	0.002345821	200
			14)	buf	0.001794553	153
			15)	Esc	1.6420746E-4	14
		2)	be	0.71745455	916155
			1)	beh	0.072673455	33859
			2)	bee	0.2963001	138048
			3)	bel	0.13109511	61078
			4)	ben	0.04506059	20994
			5)	bec	0.055045437	25646
			6)	bei	0.12039768	56094
			7)	bea	0.019909596	9276
			8)	bet	0.17567706	81849
			9)	beg	0.035610188	16591
			10)	bey	0.01226213	5713
			11)	bes	0.03016703	14055
			12)	ber	4.1424666E-4	193
			13)	bef	0.0033719249	1571
			14)	bed	8.156152E-4	380
			15)	beq	9.443965E-5	44
			16)	bew	4.700519E-4	219
			17)	bev	4.271248E-4	199
			18)	bem	1.695621E-4	79
			19)	Esc	3.8634404E-5	18
		3)	bo	0.03708597	47357
			1)	bom	0.040569365	1921
			2)	bod	0.20776752	9838
			3)	bor	0.32569534	15422
			4)	boo	0.095774114	4535
			5)	bou	0.0695867	3295
			6)	boa	0.10276446	4866
			7)	bot	0.043631602	2066
			8)	bol	0.02597622	1230
			9)	box	0.01393846	660
			10)	bog	0.007307132	346
			11)	bow	0.0052586007	249
			12)	boy	0.016324893	773
			13)	bon	0.031023633	1469
			14)	boi	0.0047728666	226
			15)	bos	0.004688391	222
			16)	bov	0.0045827967	217
			17)	Esc	3.3790205E-4	16
		4)	ba	0.08711526	111242
			1)	bas	0.48645878	54066
			2)	bad	0.043403935	4824
			3)	bal	0.13477354	14979
			4)	bac	0.071053244	7897
			5)	bar	0.058762666	6531
			6)	ban	0.16362852	18186
			7)	bai	0.002834212	315
			8)	bab	0.0052995267	589
			9)	bat	0.029502798	3279
			10)	bag	0.002564287	285
			11)	baf	6.118299E-4	68
			12)	bay	4.6786992E-4	52
			13)	bak	5.218549E-4	58
			14)	Esc	1.1696748E-4	13
		5)	br	0.047899216	61165
			1)	bro	0.32814544	20072
			2)	bri	0.44788125	27396
			3)	bra	0.047197882	2887
			4)	bre	0.14970246	9157
			5)	bru	0.026991237	1651
			6)	Esc	8.174209E-5	5
		6)	bi	0.029441984	37596
			1)	bit	0.071485646	2684
			2)	bio	0.19770415	7423
			3)	bil	0.33031482	12402
			4)	big	0.18422735	6917
			5)	bir	0.058967665	2214
			6)	bid	0.020508176	770
			7)	bin	0.102487616	3848
			8)	bib	0.0021307196	80
			9)	biz	0.006658499	250
			10)	bia	0.011212912	421
			11)	bic	0.0051669953	194
			12)	bip	0.0017578438	66
			13)	bis	0.005646407	212
			14)	bik	0.0013583337	51
			15)	Esc	3.7287595E-4	14
		7)	bl	0.01286501	16428
			1)	bla	0.3232108	5311
			2)	blo	0.44151655	7255
			3)	blu	0.103700094	1704
			4)	ble	0.037487827	616
			5)	bli	0.09378043	1541
			6)	Esc	3.0428433E-4	5
		8)	by	8.8805216E-4	1134
			1)	byp	0.76463413	627
			2)	byc	0.23292683	191
			3)	Esc	0.0024390244	2
		9)	bs	4.777E-5	61
			1)	bse	0.9814815	53
			2)	Esc	0.018518519	1
		10)	bn	8.066082E-5	103
		11)	b­	5.3251806E-5	68
		12)	bg	2.7252396E-4	348
		13)	Esc	9.397378E-6	12
	14)	c	0.096949816	2169814
		1)	co	0.5654822	1226795
			1)	cou	0.17978932	220556
			2)	con	0.413765	507585
			3)	com	0.2650522	325152
			4)	coi	0.0018822137	2309
			5)	cor	0.017534994	21511
			6)	cos	0.016704341	20492
			7)	coo	0.042615145	52278
			8)	col	0.024282105	29788
			9)	coh	0.010858799	13321
			10)	cod	0.006099057	7482
			11)	cof	0.0016132096	1979
			12)	coa	0.004595895	5638
			13)	cov	0.0090108225	11054
			14)	cow	9.358083E-4	1148
			15)	cop	0.0027079748	3322
			16)	cot	4.0676683E-4	499
			17)	cog	3.170988E-4	389
			18)	coe	0.0011664997	1431
			19)	coc	5.828423E-4	715
			20)	cob	6.358279E-5	78
			21)	Esc	1.630328E-5	20
		2)	ca	0.1646114	357119
			1)	can	0.47550794	169792
			2)	cal	0.10806133	38586
			3)	cas	0.124665685	44515
			4)	cap	0.05799342	20708
			5)	car	0.116661765	41657
			6)	cau	0.054313518	19394
			7)	cat	0.026339004	9405
			8)	cam	0.031360358	11198
			9)	cak	4.3128195E-4	154
			10)	cab	0.0024084577	860
			11)	cad	7.1133516E-4	254
			12)	cac	1.8763565E-4	67
			13)	cav	5.152979E-4	184
			14)	caf	1.6803193E-4	60
			15)	cag	6.3292024E-4	226
			16)	Esc	4.200798E-5	15
		3)	cl	0.05997049	130104
			1)	cle	0.4628061	60212
			2)	cla	0.17019723	22143
			3)	clo	0.24867412	32353
			4)	cli	0.10733117	13964
			5)	clu	0.010952945	1425
			6)	Esc	3.8431386E-5	5
		4)	cr	0.063428484	137606
			1)	cri	0.47273046	65034
			2)	cra	0.011906579	1638
			3)	cre	0.3528796	48546
			4)	cru	0.08055477	11082
			5)	cro	0.07606981	10465
			6)	cry	0.005270006	725
			7)	crè	5.3790404E-4	74
			8)	Esc	5.0882816E-5	7
		5)	ch	0.057685137	125146
			1)	cha	0.6273654	78506
			2)	che	0.08945467	11194
			3)	chi	0.17125368	21430
			4)	cho	0.09914014	12406
			5)	chr	0.004682905	586
			6)	chu	0.0068725226	860
			7)	chl	0.0011747219	147
			8)	Esc	5.5939137E-5	7
		6)	ci	0.034145255	74077
			1)	cit	0.6651903	49260
			2)	cir	0.12744755	9438
			3)	civ	0.19288628	14284
			4)	cig	0.009844168	729
			5)	cin	0.004564237	338
			6)	Esc	6.75183E-5	5
		7)	cu	0.033139016	71894
			1)	cur	0.5496301	39453
			2)	cut	0.11386021	8173
			3)	cul	0.25242054	18119
			4)	cus	0.07206643	5173
			5)	cub	0.0024101085	173
			6)	cum	0.0065894877	473
			7)	cup	0.0012956074	93
			8)	cuc	9.6125714E-4	69
			9)	cun	6.408381E-4	46
			10)	Esc	1.2538137E-4	9
		8)	ce	0.019933468	43245
			1)	cer	0.4393831	19002
			2)	cen	0.39614308	17132
			3)	cea	0.043031886	1861
			4)	cei	0.036742434	1589
			5)	cel	0.068374686	2957
			6)	ces	0.004925197	213
			7)	ced	0.0016879784	73
			8)	cem	0.0067519136	292
			9)	cet	0.0015492404	67
			10)	cep	0.0011792725	51
			11)	Esc	2.3122992E-4	10
		9)	cy	0.0013021631	2825
			1)	cyc	0.53354746	1495
			2)	cyb	0.123126335	345
			3)	cyn	0.22983584	644
			4)	cya	0.082441114	231
			5)	cyp	0.029264811	82
			6)	Esc	0.0017844397	5
		10)	cf	2.0281479E-5	44
		11)	cs	2.7702656E-4	601
		12)	Esc	5.0703698E-6	11
	15)	t	0.057120174	1278395
		1)	tr	0.16001293	204513
			1)	tru	0.110760145	22652
			2)	tre	0.10901943	22296
			3)	tra	0.6369637	130268
			4)	try	0.06590747	13479
			5)	tri	0.05897885	12062
			6)	tro	0.018341042	3751
			7)	Esc	2.9337845E-5	6
		2)	th	0.33910725	433414
			1)	tho	0.17400423	75008
			2)	the	0.39198273	168972
			3)	tha	0.115004525	49575
			4)	thi	0.25878397	111554
			5)	thr	0.05909713	25475
			6)	thu	5.4051547E-4	233
			7)	thw	4.477231E-4	193
			8)	thy	1.2063006E-4	52
			9)	Esc	1.855847E-5	8
		3)	te	0.108380154	138521
			1)	ter	0.41985124	58141
			2)	tel	0.10519209	14567
			3)	tes	0.047739744	6611
			4)	tex	0.12217649	16919
			5)	tec	0.1742201	24126
			6)	tem	0.036424033	5044
			7)	ten	0.055300403	7658
			8)	tea	0.035571925	4926
			9)	tee	0.0029679376	411
			10)	ted	4.8382438E-4	67
			11)	Esc	7.221259E-5	10
		4)	ty	0.007352303	9397
			1)	typ	0.9114423	8563
			2)	tyi	0.009153806	86
			3)	tyr	0.07908462	743
			4)	Esc	3.193188E-4	3
		5)	ta	0.16122879	206067
			1)	tar	0.057823725	11914
			2)	tab	0.06721025	13848
			3)	tak	0.55970687	115322
			4)	tax	0.09634537	19851
			5)	tan	0.0141720055	2920
			6)	tap	0.0063240146	1303
			7)	tac	0.03751699	7730
			8)	tai	0.003392545	699
			9)	tal	0.099854395	20574
			10)	tau	0.0025189284	519
			11)	tas	0.053169288	10955
			12)	tag	8.444962E-4	174
			13)	tam	7.571345E-4	156
			14)	tat	2.96059E-4	61
			15)	Esc	6.794797E-5	14
		6)	ti	0.074057415	94653
			1)	tim	0.91410494	86531
			2)	tid	0.00427838	405
			3)	tig	0.02369483	2243
			4)	tin	0.0054932283	520
			5)	tir	0.00701443	664
			6)	tit	0.012454839	1179
			7)	tic	0.00836661	792
			8)	tie	0.016796602	1590
			9)	tis	0.003623418	343
			10)	tip	0.0027043587	256
			11)	til	7.394731E-4	70
			12)	tib	6.0214236E-4	57
			13)	Esc	1.2676681E-4	12
		7)	to	0.13294233	169914
			1)	too	0.28057572	47137
			2)	tod	0.25055802	42094
			3)	top	0.043386646	7289
			4)	tol	0.044678304	7506
			5)	tom	0.058987744	9910
			6)	tog	0.11021958	18517
			7)	tou	0.05561872	9344
			8)	tow	0.014416581	2422
			9)	tot	0.06536866	10982
			10)	ton	0.027981976	4701
			11)	tor	0.014392772	2418
			12)	tob	0.018571317	3120
			13)	tok	0.0019583218	329
			14)	toy	0.0062618675	1052
			15)	tox	0.0060059167	1009
			16)	toe	4.4642593E-4	75
			17)	toi	4.702353E-4	79
			18)	Esc	1.0118987E-4	17
		8)	tu	0.012574104	16071
			1)	tun	0.14622049	2329
			2)	tur	0.8131592	12952
			3)	tub	0.03189352	508
			4)	tug	0.0028252134	45
			5)	tum	0.0055876444	89
			6)	Esc	3.139126E-4	5
		9)	tw	0.0039918534	5102
			1)	two	0.43263385	2206
			2)	twe	0.25377524	1294
			3)	twi	0.31300256	1596
			4)	Esc	5.8835064E-4	3
		10)	ts	3.4504262E-4	441
			1)	tsu	0.9974874	397
			2)	Esc	0.0025125628	1
		11)	Esc	7.8240955E-6	10
	16)	o	0.023319233	521903
		1)	ob	0.14025782	73192
			1)	obs	0.20080964	14683
			2)	obj	0.41161668	30097
			3)	obl	0.15290144	11180
			4)	obv	0.14103037	10312
			5)	obt	0.08363079	6115
			6)	obe	0.00992902	726
			7)	Esc	8.205802E-5	6
		2)	or	0.108813256	56783
			1)	ord	0.23188508	13156
			2)	ori	0.21272583	12069
			3)	ora	0.06792985	3854
			4)	org	0.47443378	26917
			5)	orc	0.0031021414	176
			6)	ort	0.002238477	127
			7)	orp	0.0056578834	321
			8)	orn	9.87045E-4	56
			9)	ore	8.8129024E-4	50
			10)	Esc	1.5863223E-4	9
		3)	of	0.08797733	45910
			1)	off	0.701282	31672
			2)	oft	0.2986737	13489
			3)	Esc	4.428404E-5	2
		4)	ou	0.08128944	42420
			1)	our	0.22848448	9685
			2)	out	0.6762055	28663
			3)	oug	0.093257524	3953
			4)	ous	0.0019581013	83
			5)	Esc	9.436633E-5	4
		5)	on	0.14994855	78249
			1)	one	0.14855321	11084
			2)	onl	0.7819817	58346
			3)	ont	0.014782947	1103
			4)	ong	0.035275355	2632
			5)	onu	0.0013536515	101
			6)	onw	0.006915685	516
			7)	onc	0.0065270127	487
			8)	ons	0.0027743154	207
			9)	onb	0.0017155188	128
			10)	Esc	1.2062241E-4	9
		6)	op	0.22575738	117809
			1)	opi	0.20508553	24156
			2)	opp	0.34639385	40800
			3)	ope	0.36113256	42536
			4)	opt	0.08601265	10131
			5)	opa	0.0013329372	157
			6)	Esc	4.245023E-5	5
		7)	oc	0.029534014	15412
			1)	occ	0.95806557	14759
			2)	oce	0.028756898	443
			3)	ocl	0.007789679	120
			4)	oct	0.0051282053	79
			5)	Esc	2.5965596E-4	4
		8)	ow	0.06783126	35397
			1)	own	0.9525128	33718
			2)	owi	0.01881409	666
			3)	owe	0.028588379	1012
			4)	Esc	8.474816E-5	3
		9)	ot	0.029286811	15283
			1)	oth	0.9999345	15259
			2)	Esc	6.55308E-5	1
		10)	om	0.002747974	1434
			1)	omi	0.6232493	890
			2)	omb	0.21218488	303
			3)	ome	0.065826334	94
			4)	omn	0.09593838	137
			5)	Esc	0.0028011205	4
		11)	ov	0.043408025	22652
			1)	ove	0.99628633	22535
			2)	ova	0.0036252707	82
			3)	Esc	8.842124E-5	2
		12)	oi	0.011654936	6082
			1)	oil	0.9998345	6040
			2)	Esc	1.655355E-4	1
		13)	ol	0.016942007	8841
			1)	old	0.8841699	7786
			2)	ola	0.00953895	84
			3)	oli	0.10595049	933
			4)	Esc	3.406768E-4	3
		14)	oa	2.1270929E-4	111
		15)	od	0.0017898241	934
			1)	odd	0.9087838	807
			2)	odi	0.08896396	79
			3)	Esc	0.0022522523	2
		16)	os	5.4997805E-4	287
			1)	ost	0.99583334	239
			2)	Esc	0.004166667	1
		17)	oz	8.814979E-4	460
			1)	ozo	0.9978261	459
			2)	Esc	0.002173913	1
		18)	oh	1.7629958E-4	92
		19)	ox	5.5764324E-4	291
			1)	oxi	0.6989247	195
			2)	oxy	0.2939068	82
			3)	Esc	0.007168459	2
		20)	ok	1.322247E-4	69
		21)	oe	2.1079299E-4	110
			1)	oen	0.9864865	73
			2)	Esc	0.013513514	1
		22)	Esc	4.0242296E-5	21
	17)	v	0.016179318	362106
		1)	vi	0.29088208	105306
			1)	vic	0.110975	11686
			2)	vis	0.14781155	15565
			3)	vio	0.16156235	17013
			4)	vie	0.37483263	39471
			5)	viv	0.001756835	185
			6)	via	0.048859008	5145
			7)	vig	0.022990799	2421
			8)	vit	0.080472544	8474
			9)	vir	0.031300154	3296
			10)	vil	0.009230507	972
			11)	vin	0.004795685	505
			12)	vib	0.0021176985	223
			13)	vid	0.0031717995	334
			14)	Esc	1.2345327E-4	13
		2)	va	0.13867903	50205
			1)	var	0.39370897	19726
			2)	vas	0.037881963	1898
			3)	val	0.44532263	22312
			4)	vac	0.046045147	2307
			5)	vag	0.020198392	1012
			6)	van	0.048619844	2436
			7)	vai	0.0070255273	352
			8)	vau	0.001037862	52
			9)	Esc	1.5967108E-4	8
		3)	ve	0.3298713	119421
			1)	ver	0.8865483	105845
			2)	veh	0.04430857	5290
			3)	ven	0.010654159	1272
			4)	ves	0.02744786	3277
			5)	vet	0.014691347	1754
			6)	vei	0.0031325906	374
			7)	vec	5.0255464E-4	60
			8)	veg	0.009707681	1159
			9)	vex	6.114415E-4	73
			10)	vea	0.0023117515	276
			11)	Esc	8.375911E-5	10
		4)	vo	0.2318582	83938
			1)	vot	0.83233577	69808
			2)	vol	0.07602242	6376
			3)	voc	0.017360201	1456
			4)	von	0.0102778105	862
			5)	voi	0.059067603	4954
			6)	vou	0.0010730893	90
			7)	vod	0.0026231073	220
			8)	voy	0.0011446286	96
			9)	Esc	9.5385716E-5	8
		5)	vu	0.00869558	3148
			1)	vul	0.9996788	3112
			2)	Esc	3.2123353E-4	1
		6)	Esc	1.3811277E-5	5
	18)	k	0.004356592	97504
		1)	ki	0.19156738	18651
			1)	kil	0.23952225	4452
			2)	kin	0.6988218	12989
			3)	kid	0.03394846	631
			4)	kic	0.019422177	361
			5)	kit	0.008016355	149
			6)	Esc	2.6900522E-4	5
		2)	kn	0.5240448	51021
			1)	kno	0.9784088	49892
			2)	kne	0.019630145	1001
			3)	kni	0.0019022218	97
			4)	Esc	5.8831603E-5	3
		3)	ke	0.27317172	26596
			1)	kee	0.46719983	12385
			2)	kep	0.09476027	2512
			3)	key	0.43219283	11457
			4)	keg	0.0018107058	48
			5)	ker	0.00384775	102
			6)	Esc	1.8861519E-4	5
		4)	ko	0.0024958916	243
			1)	kos	0.99159664	118
			2)	Esc	0.008403362	1
		5)	km	0.004601479	448
			1)	kmh	0.9811321	52
			2)	Esc	0.018867925	1
		6)	kg	0.001355793	132
		7)	ka	0.0018693509	182
			1)	kar	0.9791667	47
			2)	Esc	0.020833334	1
		8)	kr	8.1142155E-4	79
			1)	kro	0.9836066	60
			2)	Esc	0.016393442	1
		9)	Esc	8.216927E-5	8
	19)	j	0.005229394	117038
		1)	ju	0.59013015	69047
			1)	jus	0.79318637	54737
			2)	jud	0.15160342	10462
			3)	jun	0.017403526	1201
			4)	jur	0.025996609	1794
			5)	juv	0.0031590082	218
			6)	jum	0.0047674943	329
			7)	jug	9.56397E-4	66
			8)	jux	6.665797E-4	46
			9)	jui	0.0021301568	147
			10)	Esc	1.3041777E-4	9
		2)	jo	0.38338333	44857
			1)	job	0.45256308	20235
			2)	joi	0.45522454	20354
			3)	jou	0.07716049	3450
			4)	jok	0.006329397	283
			5)	joy	0.0075147613	336
