English	4	128173779	11379
				10)	_alb	6321	1466	7.476158E-6
				11)	_ale	7950	740	3.7737768E-6
				12)	_als	9935	333	1.6981996E-6
			10)	_ad	0	0	0.0
				1)	_add	655	45575	2.3241877E-4
				2)	_ado	762	41696	2.1263702E-4
				3)	_adv	1409	23798	1.21362624E-4
				4)	_adm	1915	17164	8.7531225E-5
				5)	_ade	3775	5453	2.7808655E-5
				6)	_ada	3799	5383	2.7451677E-5
				7)	_adj	4240	4285	2.185221E-5
				8)	_adh	5912	1793	9.14376E-6
				9)	_adu	6730	1238	6.3134266E-6
				10)	_ad_	7992	727	3.7074808E-6
			11)	_au	0	0	0.0
				1)	_aut	918	36409	1.8567493E-4
				2)	_aud	4557	3484	1.776735E-5
				3)	_aus	6551	1326	6.7622004E-6
				4)	_auc	8872	504	2.5702482E-6
			12)	_af	0	0	0.0
				1)	_aff	1465	22922	1.1689529E-4
				2)	_aft	4623	3333	1.6997295E-5
				3)	_afr	5609	2026	1.0331989E-5
				4)	_afo	8627	556	2.8354325E-6
			13)	_ai	0	0	0.0
				1)	_aid	1466	22907	1.16818796E-4
				2)	_aim	1508	22304	1.1374368E-4
				3)	_air	2170	14486	7.387423E-5
			14)	_aw	0	0	0.0
				1)	_awa	1642	20413	1.04100145E-4
				2)	_awf	9963	329	1.6778008E-6
			15)	_av	0	0	0.0
				1)	_ava	2291	13496	6.882553E-5
				2)	_avo	2924	8905	4.5412817E-5
				3)	_ave	4493	3635	1.8537405E-5
				4)	_avi	5192	2463	1.25605575E-5
			16)	_an	0	0	0.0
				1)	_ann	2305	13393	6.8300265E-5
				2)	_ans	2348	12968	6.613289E-5
				3)	_any	2455	12130	6.185934E-5
				4)	_ani	2712	10161	5.181804E-5
				5)	_ant	2896	9022	4.600948E-5
				6)	_ana	2996	8531	4.350553E-5
				7)	_ano	5427	2189	1.116324E-5
				8)	_ang	6945	1128	5.75246E-6
				9)	_anx	6987	1110	5.6606655E-6
				10)	_anc	7216	1007	5.1353963E-6
				11)	_and	7268	983	5.013004E-6
			17)	_ah	0	0	0.0
				1)	_ahe	4278	4187	2.1352438E-5
			18)	_aq	0	0	0.0
				1)	_aqu	7747	803	4.095058E-6
			19)	_ae	0	0	0.0
				1)	_aer	8038	713	3.636085E-6
				2)	_aeg	10919	234	1.1933295E-6
			20)	_ax	0	0	0.0
				1)	_axi	10751	247	1.2596255E-6
		12)	_n	0	0	0.0
			1)	_ne	0	0	0.0
				1)	_nee	133	112367	5.7303783E-4
				2)	_new	248	78322	3.9941858E-4
				3)	_neg	1004	33692	1.7181905E-4
				4)	_nec	1114	30474	1.5540821E-4
				5)	_nex	1428	23595	1.20327386E-4
				6)	_net	2628	10768	5.4913555E-5
				7)	_nev	2946	8795	4.4851848E-5
				8)	_nei	3338	6978	3.5585697E-5
				9)	_nea	4158	4465	2.2770155E-5
				10)	_neu	6280	1488	7.5883513E-6
				11)	_neo	6875	1170	5.966647E-6
				12)	_ner	9847	344	1.7542962E-6
			2)	_no	0	0	0.0
				1)	_now	329	68195	3.4777395E-4
				2)	_not	1047	32434	1.6540362E-4
				3)	_non	2130	14786	7.540414E-5
				4)	_nor	3163	7681	3.9170784E-5
				5)	_nob	5211	2445	1.2468763E-5
				6)	_noo	5382	2240	1.1423324E-5
				7)	_noi	5992	1708	8.710285E-6
				8)	_nom	6384	1431	7.2976686E-6
				9)	_no_	8282	639	3.2587075E-6
				10)	_nov	9042	470	2.3968582E-6
				11)	_nos	10438	277	1.4126165E-6
			3)	_na	0	0	0.0
				1)	_nat	351	65577	3.3442292E-4
				2)	_nam	2116	14897	7.597021E-5
				3)	_nar	6676	1268	6.4664177E-6
				4)	_nav	7420	923	4.7070216E-6
				5)	_nai	8890	500	2.5498493E-6
				6)	_nan	8978	482	2.4580547E-6
			4)	_nu	0	0	0.0
				1)	_num	972	34532	1.761028E-4
				2)	_nuc	2717	10153	5.177724E-5
				3)	_nut	6958	1123	5.7269613E-6
				4)	_nur	8074	698	3.5595897E-6
			5)	_ni	0	0	0.0
				1)	_nig	5681	1973	1.0061705E-5
				2)	_nic	7068	1069	5.4515776E-6
				3)	_nit	8312	633	3.228109E-6
				4)	_nin	9217	441	2.2489671E-6
			6)	_nl	0	0	0.0
				1)	_nl_	6643	1285	6.5531126E-6
		13)	_f	0	0	0.0
			1)	_fi	0	0	0.0
				1)	_fin	152	106288	5.420368E-4
				2)	_fir	284	72670	3.7059508E-4
				3)	_fis	1291	26120	1.3320413E-4
				4)	_fig	1524	22094	1.1267274E-4
				5)	_fie	2149	14589	7.4399504E-5
				6)	_fil	4456	3743	1.9088171E-5
				7)	_fif	4806	3019	1.539599E-5
				8)	_fit	5584	2054	1.04747805E-5
				9)	_fix	5696	1964	1.0015808E-5
				10)	_fiv	8057	705	3.5952876E-6
				11)	_fi_	8717	537	2.7385381E-6
				12)	_fib	10338	288	1.4687132E-6
				13)	_fic	11010	227	1.1576316E-6
			2)	_fo	0	0	0.0
				1)	_for	168	100482	5.124279E-4
				2)	_fol	1217	27842	1.419858E-4
				3)	_foo	1691	19843	1.0119332E-4
				4)	_fou	1972	16508	8.418582E-5
				5)	_foc	2506	11670	5.951348E-5
				6)	_fos	5297	2332	1.1892497E-5
			3)	_fa	0	0	0.0
				1)	_fac	222	83375	4.2518738E-4
				2)	_far	788	40815	2.0814419E-4
				3)	_fai	1239	27461	1.4004282E-4
				4)	_fav	1280	26573	1.3551429E-4
				5)	_fam	2334	13132	6.696924E-5
				6)	_fal	2731	10040	5.1200972E-5
				7)	_fas	4191	4384	2.2357079E-5
				8)	_fat	4450	3757	1.9159568E-5
				9)	_fau	6570	1319	6.7265023E-6
				10)	_fan	6759	1225	6.247131E-6
				11)	_fab	8695	541	2.758937E-6
			4)	_fu	0	0	0.0
				1)	_fun	468	57205	2.9172827E-4
				2)	_fut	805	40254	2.0528327E-4
				3)	_ful	1016	33237	1.6949869E-4
				4)	_fur	1336	25008	1.2753326E-4
				5)	_fue	4315	4093	2.0873065E-5
				6)	_fus	9231	438	2.233668E-6
			5)	_fr	0	0	0.0
				1)	_fre	715	43207	2.2034267E-4
				2)	_fra	1050	32382	1.6513844E-4
				3)	_fri	3494	6359	3.2428983E-5
				4)	_fro	4004	4881	2.489163E-5
				5)	_fru	4319	4073	2.0771073E-5
				6)	_fr_	5393	2229	1.1367228E-5
			6)	_fe	0	0	0.0
				1)	_fee	1787	18602	9.486459E-5
				2)	_fel	2669	10466	5.3373446E-5
				3)	_fea	2773	9699	4.9461974E-5
				4)	_few	2779	9676	4.9344682E-5
				5)	_fed	5168	2495	1.2723748E-5
				6)	_fem	6301	1476	7.527155E-6
				7)	_fer	6525	1343	6.8488953E-6
				8)	_fen	10777	246	1.2545258E-6
			7)	_fl	0	0	0.0
				1)	_fle	2448	12187	6.215003E-5
				2)	_flo	2755	9864	5.0303428E-5
				3)	_fla	4236	4290	2.1877706E-5
				4)	_fli	5422	2193	1.1183639E-5
				5)	_flu	6766	1223	6.2369313E-6
				6)	_fly	7167	1025	5.227191E-6
		14)	_v	0	0	0.0
			1)	_ve	0	0	0.0
				1)	_ver	155	105845	5.3977757E-4
				2)	_veh	3840	5290	2.6977405E-5
				3)	_ves	4661	3277	1.6711712E-5
				4)	_vet	5945	1754	8.944871E-6
				5)	_ven	6670	1272	6.4868163E-6
				6)	_veg	6892	1159	5.9105505E-6
				7)	_vei	9630	374	1.9072872E-6
				8)	_vea	10445	276	1.4075168E-6
			2)	_vo	0	0	0.0
				1)	_vot	316	69808	3.5599974E-4
				2)	_vol	3489	6376	3.2515676E-5
				3)	_voi	3971	4954	2.5263907E-5
				4)	_voc	6345	1456	7.425161E-6
				5)	_von	7574	862	4.3959403E-6
				6)	_vod	11113	220	1.1219337E-6
			3)	_vi	0	0	0.0
				1)	_vie	826	39471	2.012902E-4
				2)	_vio	1933	17013	8.6761174E-5
				3)	_vis	2044	15565	7.9376805E-5
				4)	_vic	2501	11686	5.9595077E-5
				5)	_vit	3010	8474	4.3214844E-5
				6)	_via	3891	5145	2.6237949E-5
				7)	_vir	4648	3296	1.6808606E-5
				8)	_vig	5226	2421	1.2346371E-5
				9)	_vil	7291	972	4.956907E-6
				10)	_vin	8868	505	2.5753477E-6
				11)	_vid	9923	334	1.7032993E-6
				12)	_vib	11061	223	1.1372327E-6
			4)	_va	0	0	0.0
				1)	_val	1507	22312	1.13784474E-4
				2)	_var	1707	19726	1.00596655E-4
				3)	_van	5216	2436	1.2422865E-5
				4)	_vac	5319	2307	1.1765004E-5
				5)	_vas	5775	1898	9.679228E-6
				6)	_vag	7200	1012	5.160895E-6
				7)	_vai	9787	352	1.7950939E-6
			5)	_vu	0	0	0.0
				1)	_vul	4759	3112	1.5870262E-5
		15)	_e	0	0	0.0
			1)	_ex	0	0	0.0
				1)	_exp	164	102359	5.22E-4
				2)	_ext	537	52622	2.6835635E-4
				3)	_exa	646	45920	2.3417815E-4
				4)	_exc	717	43192	2.2026619E-4
				5)	_exi	1554	21672	1.1052067E-4
				6)	_exe	2234	14015	7.147228E-5
				7)	_exh	6184	1563	7.970829E-6
				8)	_exo	9125	455	2.320363E-6
				9)	_ex_	10820	242	1.234127E-6
			2)	_ev	0	0	0.0
				1)	_eve	231	82177	4.1907793E-4
				2)	_eva	3233	7406	3.776837E-5
				3)	_evi	3344	6947	3.5427605E-5
				4)	_evo	6361	1440	7.343566E-6
			3)	_ef	0	0	0.0
				1)	_eff	249	78260	3.991024E-4
			4)	_ec	0	0	0.0
				1)	_eco	267	76272	3.889642E-4
				2)	_ech	7358	947	4.8294146E-6
			5)	_em	0	0	0.0
				1)	_emp	720	43120	2.19899E-4
				2)	_emi	2817	9422	4.8049358E-5
				3)	_eme	3181	7630	3.89107E-5
				4)	_emb	3773	5454	2.7813756E-5
				5)	_emo	7151	1033	5.2679884E-6
				6)	_ema	7450	908	4.6305263E-6
			6)	_en	0	0	0.0
				1)	_ens	756	41944	2.1390176E-4
				2)	_end	836	39188	1.9984698E-4
				3)	_ent	837	39130	1.995512E-4
				4)	_env	885	37542	1.9145288E-4
				5)	_ene	1058	32224	1.6433268E-4
				6)	_enc	1991	16189	8.255902E-5
				7)	_enl	2062	15385	7.845886E-5
				8)	_ena	2466	11975	6.106889E-5
				9)	_eno	3328	7010	3.5748886E-5
				10)	_eng	3430	6624	3.3780405E-5
				11)	_enh	4030	4808	2.4519351E-5
				12)	_enf	4108	4580	2.3356619E-5
				13)	_enj	4327	4059	2.0699676E-5
				14)	_enr	7623	845	4.3092455E-6
				15)	_enq	8946	489	2.4937526E-6
			7)	_el	0	0	0.0
				1)	_ele	939	35683	1.8197254E-4
				2)	_els	3390	6784	3.4596356E-5
				3)	_eli	3595	6052	3.0863375E-5
				4)	_eld	6107	1621	8.266611E-6
				5)	_ela	7668	826	4.212351E-6
				6)	_elo	10700	252	1.2851241E-6
			8)	_es	0	0	0.0
				1)	_est	1177	29087	1.4833493E-4
				2)	_ess	1723	19376	9.881176E-5
				3)	_esp	1828	18105	9.233004E-5
				4)	_esc	5647	1999	1.0194298E-5
			9)	_eq	0	0	0.0
				1)	_equ	1356	24706	1.2599315E-4
			10)	_eu	0	0	0.0
				1)	_eur	1702	19756	1.0074965E-4
				2)	_eup	10803	243	1.2392268E-6
			11)	_ea	0	0	0.0
				1)	_ear	2051	15494	7.901473E-5
				2)	_eas	2316	13296	6.7805595E-5
				3)	_eat	6833	1186	6.0482425E-6
				4)	_eag	9017	475	2.4223568E-6
			12)	_ed	0	0	0.0
				1)	_edu	2181	14372	7.329287E-5
				2)	_edi	8591	563	2.8711304E-6
				3)	_edg	9272	431	2.1979702E-6
			13)	_et	0	0	0.0
				1)	_eth	3756	5541	2.825743E-5
				2)	_etc	5313	2317	1.18160015E-5
			14)	_ey	0	0	0.0
				1)	_eye	4545	3518	1.794074E-5
			15)	_er	0	0	0.0
				1)	_err	5069	2628	1.3402007E-5
				2)	_era	5100	2594	1.3228618E-5
				3)	_ero	8071	699	3.5646892E-6
				4)	_eru	10868	237	1.2086285E-6
				5)	_ere	11249	210	1.0709367E-6
			16)	_ei	0	0	0.0
				1)	_eit	6406	1418	7.2313724E-6
				2)	_eig	9161	450	2.2948643E-6
			17)	_ep	0	0	0.0
				1)	_epi	6501	1360	6.93559E-6
			18)	_eg	0	0	0.0
				1)	_egg	9126	455	2.320363E-6
				2)	_ego	10248	297	1.5146105E-6
				3)	_eg_	11320	204	1.0403385E-6
		16)	_y	0	0	0.0
			1)	_ye	0	0	0.0
				1)	_yea	271	75660	3.858432E-4
				2)	_yet	1967	16596	8.4634594E-5
				3)	_yes	3533	6217	3.1704825E-5
			2)	_yo	0	0	0.0
				1)	_you	1847	17907	9.1320304E-5
			3)	_yi	0	0	0.0
				1)	_yie	7514	885	4.5132333E-6
			4)	_ya	0	0	0.0
				1)	_yar	9340	419	2.1367737E-6
		17)	_g	0	0	0.0
			1)	_ge	0	0	0.0
				1)	_gen	281	73848	3.7660255E-4
				2)	_get	1679	19950	1.0173899E-4
				3)	_geo	4386	3925	2.0016318E-5
				4)	_gea	6844	1182	6.0278435E-6
				5)	_ges	7969	731	3.7278796E-6
				6)	_ger	9907	337	1.7185984E-6
			2)	_gi	0	0	0.0
				1)	_giv	341	66605	3.3966542E-4
				2)	_gir	7234	998	5.089499E-6
				3)	_gif	9249	434	2.2132692E-6
				4)	_gia	9338	420	2.1418734E-6
			3)	_gr	0	0	0.0
				1)	_gro	362	64151	3.2715077E-4
				2)	_gre	512	55067	2.808251E-4
				3)	_gra	1487	22697	1.15747855E-4
				4)	_gri	6075	1649	8.409403E-6
				5)	_gru	9968	328	1.6727012E-6
			4)	_go	0	0	0.0
				1)	_goo	722	43040	2.1949102E-4
				2)	_gov	997	33896	1.7285938E-4
				3)	_goi	1688	19884	1.0140241E-4
				4)	_go_	1810	18281	9.322759E-5
				5)	_goa	3245	7335	3.7406287E-5
				6)	_goe	3650	5864	2.9904631E-5
				7)	_got	4983	2748	1.4013972E-5
				8)	_gon	5023	2690	1.3718189E-5
				9)	_gol	7920	750	3.824774E-6
			5)	_gu	0	0	0.0
				1)	_gua	1610	20840	1.06277716E-4
				2)	_gui	2545	11371	5.7988673E-5
				3)	_gue	8037	714	3.6411848E-6
				4)	_gul	9715	362	1.8460909E-6
				5)	_gun	9878	340	1.7338975E-6
			6)	_gl	0	0	0.0
				1)	_glo	1694	19819	1.01070924E-4
				2)	_gla	4274	4192	2.1377937E-5
			7)	_ga	0	0	0.0
				1)	_gas	3543	6196	3.159773E-5
				2)	_gai	3913	5101	2.6013562E-5
				3)	_gav	4631	3317	1.69157E-5
				4)	_gap	4918	2835	1.4457645E-5
				5)	_gam	5303	2330	1.1882297E-5
				6)	_gat	6114	1618	8.2513125E-6
				7)	_gal	7455	907	4.6254268E-6
				8)	_gan	9235	437	2.2285683E-6
				9)	_gar	9510	395	2.014381E-6
				10)	_gau	10479	272	1.387118E-6
				11)	_gay	10961	231	1.1780304E-6
				12)	_ga_	11009	227	1.1576316E-6
		18)	_l	0	0	0.0
			1)	_le	0	0	0.0
				1)	_leg	317	69767	3.5579066E-4
				2)	_lea	437	59044	3.011066E-4
				3)	_lev	794	40630	2.0720075E-4
				4)	_let	1254	27139	1.3840072E-4
				5)	_les	1851	17877	9.116731E-5
				6)	_lef	3365	6895	3.5162422E-5
				7)	_led	3892	5144	2.6232849E-5
				8)	_len	4432	3802	1.9389054E-5
				9)	_lec	9888	339	1.7287978E-6
				10)	_lei	9961	329	1.6778008E-6
			2)	_la	0	0	0.0
				1)	_las	919	36374	1.8549644E-4
				2)	_law	1065	31950	1.6293536E-4
				3)	_lad	1211	27915	1.4235808E-4
				4)	_lar	1545	21706	1.10694054E-4
				5)	_lab	2009	15991	8.154928E-5
				6)	_lan	2203	14235	7.259421E-5
				7)	_lat	2221	14074	7.177316E-5
				8)	_lac	2380	12700	6.476617E-5
				9)	_lau	3443	6576	3.3535616E-5
				10)	_lai	4155	4466	2.2775253E-5
				11)	_lay	4262	4215	2.1495229E-5
				12)	_lag	7676	823	4.197052E-6
				13)	_lam	8212	657	3.3505019E-6
				14)	_lap	8531	578	2.9476257E-6
				15)	_lax	10264	295	1.5044111E-6
			3)	_lo	0	0	0.0
				1)	_lon	931	35958	1.8337496E-4
				2)	_loo	1410	23785	1.2129633E-4
				3)	_loc	2265	13715	6.994237E-5
				4)	_los	2342	12998	6.628588E-5
				5)	_low	2722	10130	5.1659947E-5
				6)	_log	4448	3760	1.9174866E-5
				7)	_lot	4798	3033	1.5467385E-5
				8)	_loa	5128	2549	1.2999131E-5
				9)	_lob	5577	2061	1.0510479E-5
				10)	_lou	7106	1051	5.3597832E-6
				11)	_lov	7258	988	5.038502E-6
				12)	_lor	7462	906	4.6203268E-6
				13)	_loy	8839	511	2.605946E-6
				14)	_lod	9317	423	2.1571725E-6
			4)	_li	0	0	0.0
				1)	_lin	1330	25186	1.2844101E-4
				2)	_liv	1549	21688	1.1060226E-4
				3)	_lif	1976	16399	8.362996E-5
				4)	_lim	2040	15641	7.976439E-5
				5)	_lis	2244	13927	7.10235E-5
				6)	_lib	2573	11179	5.700953E-5
				7)	_lit	2993	8546	4.3582022E-5
				8)	_lig	3227	7444	3.7962156E-5
				9)	_lik	3682	5744	2.9292669E-5
				10)	_lie	3996	4896	2.4968123E-5
				11)	_lia	5002	2714	1.3840582E-5
				12)	_lic	5248	2389	1.218318E-5
				13)	_liq	7522	881	4.4928343E-6
				14)	_lip	10138	310	1.5809065E-6
			5)	_lu	0	0	0.0
				1)	_luc	6788	1209	6.1655355E-6
				2)	_lun	8810	517	2.6365442E-6
				3)	_lux	9721	361	1.8409912E-6
				4)	_lum	10563	264	1.3463205E-6
				5)	_lur	11033	226	1.1525319E-6
			6)	_lt	0	0	0.0
				1)	_lt_	9267	432	2.2030697E-6
			7)	_ly	0	0	0.0
				1)	_lyi	10566	263	1.3412207E-6
		19)	_u	0	0	0.0
			1)	_us	0	0	0.0
				1)	_use	404	61202	3.1211175E-4
				2)	_usi	3164	7680	3.9165683E-5
				3)	_us_	3513	6286	3.2056705E-5
				4)	_usu	4986	2739	1.3968074E-5
				5)	_usa	10562	264	1.3463205E-6
			2)	_un	0	0	0.0
				1)	_und	598	48898	2.4936505E-4
				2)	_uni	1250	27209	1.3875769E-4
				3)	_una	1770	18853	9.614461E-5
				4)	_unf	1951	16852	8.594012E-5
				5)	_une	2522	11522	5.8758727E-5
				6)	_unc	3417	6671	3.402009E-5
				7)	_unr	4296	4145	2.113825E-5
				8)	_uns	4314	4093	2.0873065E-5
				9)	_unl	4644	3301	1.6834105E-5
				10)	_unp	4928	2824	1.44015485E-5
				11)	_unn	5205	2452	1.2504461E-5
				12)	_unw	5798	1880	9.587433E-6
				13)	_unb	6146	1587	8.093221E-6
				14)	_unt	6337	1460	7.4455597E-6
				15)	_unj	6710	1250	6.3746234E-6
				16)	_unu	7119	1046	5.3342847E-6
				17)	_unh	7211	1008	5.1404963E-6
				18)	_unq	8324	629	3.2077103E-6
				19)	_unk	8698	540	2.7538372E-6
				20)	_unm	9027	473	2.4121573E-6
				21)	_uno	10702	251	1.2800243E-6
			3)	_ur	0	0	0.0
				1)	_urg	1894	17456	8.902034E-5
				2)	_urb	5378	2244	1.1443723E-5
				3)	_ura	8568	568	2.8966288E-6
			4)	_up	0	0	0.0
				1)	_upo	2840	9324	4.754959E-5
				2)	_up_	5218	2432	1.2402467E-5
				3)	_uph	5366	2255	1.149982E-5
				4)	_upd	5781	1895	9.663929E-6
				5)	_ups	7316	962	4.90591E-6
				6)	_upt	8231	652	3.3250035E-6
				7)	_upg	8250	646	3.2944054E-6
				8)	_upr	8990	480	2.4478552E-6
				9)	_upp	9038	471	2.401958E-6
				10)	_upc	10020	323	1.6472027E-6
				11)	_upw	10141	309	1.5758069E-6
			5)	_ul	0	0	0.0
				1)	_ult	3965	4969	2.5340401E-5
			6)	_ut	0	0	0.0
				1)	_utm	5867	1825	9.30695E-6
				2)	_uti	6486	1372	6.9967864E-6
				3)	_utt	7362	946	4.8243146E-6
			7)	_um	0	0	0.0
				1)	_umb	10057	318	1.6217041E-6
			8)	_uk	0	0	0.0
				1)	_ukr	11172	215	1.0964352E-6
		20)	_o	0	0	0.0
			1)	_on	0	0	0.0
				1)	_onl	445	58346	2.97547E-4
				2)	_one	2584	11084	5.652506E-5
				3)	_on_	4526	3561	1.8160026E-5
				4)	_ong	5067	2632	1.34224065E-5
				5)	_ont	7000	1103	5.6249673E-6
				6)	_onw	8816	516	2.6314444E-6
				7)	_onc	8949	487	2.483553E-6
				8)	_ons	11274	207	1.0556377E-6
			2)	_op	0	0	0.0
				1)	_ope	736	42536	2.1692077E-4
				2)	_opp	789	40800	2.0806771E-4
				3)	_opi	1386	24156	1.2318832E-4
				4)	_opt	2720	10131	5.1665047E-5
			3)	_ow	0	0	0.0
				1)	_own	1003	33718	1.7195163E-4
				2)	_owe	7201	1012	5.160895E-6
				3)	_owi	8174	666	3.3963993E-6
			4)	_of	0	0	0.0
				1)	_off	1075	31672	1.6151766E-4
				2)	_oft	2292	13489	6.8789835E-5
				3)	_of_	8055	706	3.6003871E-6
			5)	_ob	0	0	0.0
				1)	_obj	1135	30097	1.5348563E-4
				2)	_obs	2139	14683	7.487887E-5
				3)	_obl	2572	11180	5.701463E-5
				4)	_obv	2688	10312	5.258809E-5
				5)	_obt	3572	6115	3.1184656E-5
				6)	_obe	7995	726	3.702381E-6
			6)	_ou	0	0	0.0
				1)	_out	1186	28663	1.4617266E-4
				2)	_our	2776	9685	4.939058E-5
				3)	_oug	4378	3953	2.0159108E-5
			7)	_or	0	0	0.0
				1)	_org	1264	26917	1.3726858E-4
				2)	_ord	2329	13156	6.7091634E-5
				3)	_ori	2462	12069	6.1548264E-5
				4)	_ora	4413	3854	1.9654239E-5
				5)	_orp	10046	321	1.6370033E-6
			8)	_ov	0	0	0.0
				1)	_ove	1495	22535	1.14921706E-4
			9)	_ot	0	0	0.0
				1)	_oth	2071	15259	7.78163E-5
			10)	_oc	0	0	0.0
				1)	_occ	2133	14759	7.526645E-5
				2)	_oce	9198	443	2.2591664E-6
			11)	_ol	0	0	0.0
				1)	_old	3145	7786	3.9706254E-5
				2)	_oli	7396	933	4.758019E-6
			12)	_oi	0	0	0.0
				1)	_oil	3598	6040	3.080218E-5
			13)	_om	0	0	0.0
				1)	_omi	7500	890	4.538732E-6
				2)	_omb	10192	303	1.5452086E-6
			14)	_od	0	0	0.0
				1)	_odd	7735	807	4.1154567E-6
			15)	_oz	0	0	0.0
				1)	_ozo	9099	459	2.3407617E-6
			16)	_os	0	0	0.0
				1)	_ost	10844	239	1.218828E-6
		21)	_h	0	0	0.0
			1)	_he	0	0	0.0
				1)	_hea	453	58085	2.96216E-4
				2)	_her	648	45841	2.3377528E-4
				3)	_hel	860	38430	1.9598141E-4
				4)	_hes	6827	1189	6.0635416E-6
				5)	_hec	7720	812	4.1409553E-6
				6)	_hei	8308	634	3.2332089E-6
				7)	_hee	8367	615	3.1363147E-6
				8)	_hen	9066	465	2.3713599E-6
				9)	_hed	9134	454	2.3152631E-6
				10)	_hem	10000	325	1.657402E-6
				11)	_het	11275	207	1.0556377E-6
			2)	_hu	0	0	0.0
				1)	_hum	564	50702	2.5856492E-4
				2)	_hug	3498	6347	3.2367785E-5
				3)	_hun	4223	4319	2.2025599E-5
				4)	_hu_	7308	966	4.926309E-6
				5)	_hur	7363	946	4.8243146E-6
				6)	_hus	9043	470	2.3968582E-6
			3)	_hi	0	0	0.0
				1)	_hig	858	38530	1.9649138E-4
				2)	_his	2620	10851	5.533683E-5
				3)	_him	4679	3231	1.6477126E-5
				4)	_hit	4943	2805	1.43046545E-5
				5)	_hid	5928	1782	9.087663E-6
				6)	_hin	6034	1676	8.547095E-6
				7)	_hie	9092	461	2.350961E-6
				8)	_hir	11174	215	1.0964352E-6
			4)	_ho	0	0	0.0
				1)	_hop	869	38159	1.945994E-4
				2)	_hon	2433	12285	6.264979E-5
				3)	_hol	2644	10636	5.4240394E-5
				4)	_hou	2920	8942	4.5601504E-5
				5)	_hom	2931	8834	4.5050736E-5
				6)	_hor	4287	4160	2.1214746E-5
				7)	_hos	4336	4028	2.0541585E-5
				8)	_how	6477	1380	7.037584E-6
				9)	_hot	7107	1051	5.3597832E-6
				10)	_hoc	8225	653	3.3301033E-6
				11)	_hoo	9750	357	1.8205924E-6
			5)	_ha	0	0	0.0
				1)	_har	1459	23034	1.1746646E-4
				2)	_han	1482	22756	1.1604874E-4
				3)	_hap	1542	21734	1.10836845E-4
				4)	_hav	1838	17967	9.162629E-5
				5)	_hal	4971	2770	1.4126165E-5
				6)	_haz	6258	1505	7.675047E-6
				7)	_hab	6723	1242	6.3338257E-6
				8)	_hat	6898	1155	5.890152E-6
				9)	_ham	7190	1014	5.1710945E-6
				10)	_has	7393	934	4.7631183E-6
				11)	_hau	8109	686	3.4983932E-6
				12)	_hai	9751	357	1.8205924E-6
				13)	_hak	10670	254	1.2953234E-6
			6)	_hy	0	0	0.0
				1)	_hyp	5760	1908	9.7302245E-6
				2)	_hyd	7606	850	4.3347436E-6
				3)	_hyg	8468	593	3.0241213E-6
		22)	_q	0	0	0.0
			1)	_qu	0	0	0.0
				1)	_que	490	56056	2.858687E-4
				2)	_qua	1349	24790	1.2642152E-4
				3)	_qui	2826	9372	4.7794376E-5
				4)	_quo	3116	7905	4.0313116E-5
		23)	_j	0	0	0.0
			1)	_ju	0	0	0.0
				1)	_jus	516	54737	2.791422E-4
				2)	_jud	2672	10462	5.3353047E-5
				3)	_jur	5911	1794	9.148859E-6
				4)	_jun	6803	1201	6.124738E-6
				5)	_jum	9962	329	1.6778008E-6
				6)	_juv	11139	218	1.1117343E-6
			2)	_jo	0	0	0.0
				1)	_joi	1646	20354	1.0379926E-4
				2)	_job	1656	20235	1.031924E-4
				3)	_jou	4569	3450	1.759396E-5
				4)	_joy	9913	336	1.7134987E-6
				5)	_jok	10387	283	1.4432147E-6
			3)	_je	0	0	0.0
				1)	_jeo	6025	1681	8.572593E-6
			4)	_ja	0	0	0.0
				1)	_jai	9859	343	1.7491966E-6
		24)	_k	0	0	0.0
			1)	_kn	0	0	0.0
				1)	_kno	577	49892	2.5443416E-4
				2)	_kne	7229	1001	5.104798E-6
			2)	_ki	0	0	0.0
				1)	_kin	2345	12989	6.623998E-5
				2)	_kil	4164	4452	2.2703858E-5
				3)	_kid	8319	631	3.2179098E-6
				4)	_kic	9722	361	1.8409912E-6
			3)	_ke	0	0	0.0
				1)	_kee	2415	12385	6.3159765E-5
				2)	_key	2534	11457	5.8427246E-5
				3)	_kep	5155	2512	1.2810443E-5
			4)	_km	0	0	0.0
				1)	_km_	9567	386	1.9684837E-6
		25)	_ 	0	0	0.0
			1)	_  	0	0	0.0
				1)	_  _	1061	32010	1.6324135E-4
		26)	_z	0	0	0.0
			1)	_zo	0	0	0.0
				1)	_zon	4793	3046	1.5533682E-5
			2)	_ze	0	0	0.0
				1)	_zer	7095	1054	5.3750823E-6
			3)	_zu	0	0	0.0
				1)	_zu_	9967	328	1.6727012E-6
		27)	_x	0	0	0.0
			1)	_xe	0	0	0.0
				1)	_xen	6592	1309	6.6755056E-6
	6)	e	0	0	0.0
		1)	en	0	0	0.0
			1)	ent	0	0	0.0
				1)	ent_	7	547347	0.0027913046
				2)	ents	61	165312	8.4304134E-4
				3)	enti	76	148947	7.595848E-4
				4)	enta	191	94668	4.8277827E-4
				5)	entl	342	66563	3.3945125E-4
				6)	ente	775	41378	2.1101533E-4
				7)	entr	1331	25184	1.2843081E-4
				8)	entu	3179	7635	3.89362E-5
				9)	enth	4804	3022	1.541129E-5
				10)	enty	6078	1645	8.3890045E-6
				11)	ento	8394	609	3.1057164E-6
