Dutch	3	25042588	2919
			9)	ato	1833	997	2.8688608E-5
			10)	atb	2515	353	1.01575515E-5
			11)	ata	2585	318	9.150429E-6
			12)	atg	2622	297	8.546155E-6
			13)	ath	2776	241	6.934759E-6
		3)	aa	0	0	0.0
			1)	aar	27	120438	0.0034655954
			2)	aan	40	92755	0.002669019
			3)	aat	135	39273	0.001130078
			4)	aal	264	18764	5.3993287E-4
			5)	aag	312	16007	4.6060036E-4
			6)	aak	394	13158	3.7862058E-4
			7)	aad	920	4626	1.3311284E-4
			8)	aam	985	3988	1.1475443E-4
			9)	aas	1197	2768	7.964901E-5
			10)	aai	1873	944	2.7163536E-5
			11)	aaf	1938	849	2.4429919E-5
		4)	ar	0	0	0.0
			1)	ar_	71	63457	0.001825971
			2)	ard	258	19606	5.6416134E-4
			3)	ari	301	16495	4.7464253E-4
			4)	art	350	14325	4.1220093E-4
			5)	aro	446	11757	3.3830688E-4
			6)	are	498	10534	3.0311514E-4
			7)	arm	759	6248	1.7978578E-4
			8)	arb	775	6046	1.7397324E-4
			9)	ara	788	5902	1.6982965E-4
			10)	ark	856	5283	1.5201796E-4
			11)	arv	882	5042	1.450832E-4
			12)	arl	1071	3440	9.898577E-5
			13)	ars	1315	2252	6.480115E-5
			14)	arn	1513	1626	4.678804E-5
			15)	arh	1753	1125	3.23718E-5
			16)	arg	1773	1101	3.16812E-5
			17)	arr	1879	936	2.6933338E-5
			18)	aru	2373	421	1.2114247E-5
			19)	arc	2710	266	7.654132E-6
		5)	al	0	0	0.0
			1)	al_	107	47145	0.0013565943
			2)	als	145	35750	0.0010287039
			3)	all	202	26013	7.4852235E-4
			4)	ale	246	20995	6.0412975E-4
			5)	ali	427	12267	3.529821E-4
			6)	ald	889	5013	1.4424874E-4
			7)	alt	934	4514	1.2989005E-4
			8)	alg	1196	2768	7.964901E-5
			9)	alv	1471	1759	5.061511E-5
			10)	alo	1598	1424	4.0975505E-5
			11)	alu	1731	1157	3.32926E-5
			12)	ala	1800	1063	3.0587755E-5
			13)	alf	1999	764	2.198405E-5
			14)	aly	2036	712	2.0487752E-5
			15)	alb	2305	474	1.3639318E-5
			16)	alr	2500	360	1.03589755E-5
			17)	alc	2517	352	1.0128776E-5
			18)	alm	2641	290	8.34473E-6
		6)	am	0	0	0.0
			1)	ame	177	31022	8.92656E-4
			2)	amm	930	4535	1.3049433E-4
			3)	am_	1300	2306	6.6354994E-5
			4)	amp	1429	1875	5.3953E-5
			5)	amb	1528	1597	4.595357E-5
			6)	amh	1648	1324	3.8098013E-5
			7)	ami	1709	1185	3.4098295E-5
			8)	amd	1979	790	2.2732198E-5
			9)	ama	2173	588	1.6919661E-5
			10)	ams	2479	369	1.06179505E-5
		7)	ag	0	0	0.0
			1)	ag_	188	28873	8.3081867E-4
			2)	age	292	17033	4.9012346E-4
			3)	ags	1212	2687	7.731825E-5
			4)	agi	1389	1979	5.694559E-5
			5)	agd	1437	1846	5.3118525E-5
			6)	agt	1752	1126	3.2400574E-5
			7)	agr	1888	924	2.6588039E-5
			8)	agn	2122	638	1.8358407E-5
			9)	agg	2420	395	1.1366099E-5
			10)	aga	2422	394	1.13373235E-5
			11)	agm	2609	303	8.718805E-6
			12)	agb	2739	255	7.337608E-6
			13)	agl	2771	243	6.992309E-6
			14)	agv	2850	219	6.3017105E-6
			15)	ago	2896	206	5.9276363E-6
		8)	ac	0	0	0.0
			1)	ach	227	22716	6.5365137E-4
			2)	act	458	11447	3.2938665E-4
			3)	aci	1631	1363	3.9220235E-5
			4)	acc	1682	1230	3.539317E-5
			5)	ace	2441	382	1.0992025E-5
			6)	aca	2718	263	7.567807E-6
			7)	acu	2782	239	6.877209E-6
		9)	ak	0	0	0.0
			1)	ake	251	20686	5.952383E-4
			2)	ak_	532	9913	2.8524591E-4
			3)	akt	613	8399	2.4168067E-4
			4)	akk	936	4489	1.2917067E-4
			5)	aks	2196	566	1.6286613E-5
			6)	aki	2416	399	1.1481198E-5
			7)	ako	2741	254	7.308833E-6
			8)	akb	2749	252	7.251283E-6
		10)	ap	0	0	0.0
			1)	app	390	13185	3.793975E-4
			2)	ap_	740	6465	1.8602994E-4
			3)	ape	1443	1831	5.26869E-5
			4)	api	1779	1095	3.1508553E-5
			5)	apa	2011	739	2.1264676E-5
			6)	apt	2221	544	1.5653564E-5
			7)	aps	2380	416	1.1970372E-5
			8)	apr	2425	393	1.1308549E-5
		11)	as	0	0	0.0
			1)	ast	421	12464	3.5865075E-4
			2)	as_	464	11296	3.2504165E-4
			3)	ass	763	6216	1.7886498E-4
			4)	asi	1100	3259	9.3777504E-5
			5)	asp	1433	1860	5.3521377E-5
			6)	ase	1451	1812	5.2140178E-5
		12)	ad	0	0	0.0
			1)	ade	442	11872	3.4161602E-4
			2)	ad_	808	5699	1.6398834E-4
			3)	adi	1349	2106	6.060001E-5
			4)	adr	1374	2029	5.838434E-5
			5)	add	1564	1508	4.33926E-5
			6)	adv	1666	1277	3.674559E-5
			7)	adw	1787	1084	3.1192027E-5
			8)	adp	2067	681	1.959573E-5
			9)	adm	2104	656	1.8876357E-5
			10)	ada	2511	355	1.0215102E-5
			11)	ads	2667	281	8.085756E-6
		13)	ai	0	0	0.0
			1)	air	689	7245	2.0847439E-4
			2)	ail	1856	968	2.7854136E-5
			3)	aie	2539	343	9.869802E-6
			4)	aid	2611	302	8.69003E-6
			5)	ai_	2761	248	7.1361833E-6
			6)	ain	2854	218	6.2729355E-6
			7)	ait	2872	212	6.1002856E-6
		14)	af	0	0	0.0
			1)	afg	728	6663	1.9172738E-4
			2)	af_	945	4328	1.2453791E-4
			3)	afs	1394	1947	5.6024794E-5
			4)	afh	1535	1584	4.5579494E-5
			5)	afv	1698	1203	3.4616245E-5
			6)	aff	1805	1056	3.0386329E-5
			7)	afw	1823	1019	2.9321656E-5
			8)	afz	1998	767	2.2070373E-5
			9)	afe	2092	663	1.9077781E-5
			10)	afd	2105	654	1.8818806E-5
			11)	afr	2119	644	1.8531056E-5
			12)	afk	2195	567	1.6315387E-5
			13)	aft	2226	541	1.5567239E-5
			14)	afi	2228	534	1.5365815E-5
			15)	afl	2313	468	1.3466669E-5
			16)	afb	2405	405	1.1653848E-5
		15)	au	0	0	0.0
			1)	aut	872	5139	1.4787438E-4
			2)	au_	1244	2547	7.328975E-5
			3)	auw	1360	2063	5.9362686E-5
			4)	aus	1838	988	2.8429635E-5
			5)	aud	1967	802	2.3077497E-5
			6)	auc	2427	392	1.1279773E-5
		16)	av	0	0	0.0
			1)	ave	1226	2621	7.54191E-5
			2)	avi	1740	1134	3.2630775E-5
			3)	avo	2029	718	2.0660402E-5
		17)	ab	0	0	0.0
			1)	abi	1343	2151	6.189488E-5
			2)	abs	1651	1313	3.7781487E-5
			3)	abe	2023	724	2.0833051E-5
			4)	aba	2474	371	1.0675501E-5
			5)	abr	2541	341	9.812252E-6
			6)	abo	2789	237	6.819659E-6
		18)	ax	0	0	0.0
			1)	axi	2246	522	1.5020515E-5
		19)	az	0	0	0.0
			1)	aze	2493	363	1.0445301E-5
		20)	aw	0	0	0.0
			1)	awa	2866	213	6.1290607E-6
	5)	v	0	0	0.0
		1)	va	0	0	0.0
			1)	van	8	220633	0.0063487
			2)	vaa	488	10815	3.112009E-4
			3)	val	509	10324	2.970724E-4
			4)	vas	877	5095	1.4660829E-4
			5)	vat	1035	3669	1.0557523E-4
			6)	var	1514	1625	4.6759265E-5
			7)	vak	2126	635	1.8272083E-5
			8)	vac	2288	487	1.40133925E-5
		2)	ve	0	0	0.0
			1)	ver	12	162336	0.0046712076
			2)	ven	136	38764	0.0011154315
			3)	vee	521	10115	2.9105844E-4
			4)	ve_	722	6759	1.9448977E-4
			5)	vei	901	4829	1.3895416E-4
			6)	vel	1032	3686	1.06064406E-4
			7)	ves	1094	3286	9.455443E-5
			8)	vea	1247	2532	7.285813E-5
			9)	vet	2527	346	9.956127E-6
			10)	vem	2551	336	9.668378E-6
		3)	vo	0	0	0.0
			1)	voo	34	107277	0.0030868885
			2)	vol	213	24439	7.032306E-4
			3)	voe	272	18096	5.207112E-4
			4)	vor	428	12243	3.522915E-4
			5)	von	1376	2025	5.826924E-5
			6)	vou	1713	1182	3.401197E-5
			7)	voc	2564	325	9.351853E-6
		4)	vi	0	0	0.0
			1)	vin	372	13526	3.8920974E-4
			2)	vis	965	4192	1.2062452E-4
			3)	vie	1213	2686	7.728947E-5
			4)	vit	1402	1935	5.5679495E-5
			5)	vij	1466	1766	5.0816532E-5
			6)	via	1586	1446	4.1608553E-5
			7)	vig	1825	1012	2.9120232E-5
			8)	vid	2014	733	2.1092026E-5
			9)	vic	2731	259	7.452708E-6
		5)	vr	0	0	0.0
			1)	vra	438	11925	3.431411E-4
			2)	vro	479	10980	3.1594877E-4
			3)	vri	757	6272	1.8047637E-4
			4)	vre	1034	3677	1.05805426E-4
			5)	vru	2398	406	1.1682623E-5
		6)	vu	0	0	0.0
			1)	vul	1379	2011	5.786639E-5
			2)	vui	2125	635	1.8272083E-5
		7)	vl	0	0	0.0
			1)	vlo	1465	1767	5.084531E-5
			2)	vlu	1591	1432	4.1205705E-5
			3)	vla	1609	1400	4.0284907E-5
			4)	vle	1944	842	2.4228493E-5
			5)	vli	2100	658	1.8933906E-5
		8)	vó	0	0	0.0
			1)	vóó	2254	514	1.4790316E-5
	6)	h	0	0	0.0
		1)	he	0	0	0.0
			1)	het	10	172260	0.0049567698
			2)	hee	89	52791	0.0015190576
			3)	hei	176	31150	8.963392E-4
			4)	heb	187	29334	8.440839E-4
			5)	her	330	15115	4.349331E-4
			6)	he_	347	14407	4.1456046E-4
			7)	hed	641	7915	2.277536E-4
			8)	hel	713	6865	1.9753992E-4
			9)	hem	1221	2643	7.605215E-5
			10)	hen	1263	2448	7.0441034E-5
			11)	hep	1808	1050	3.021368E-5
			12)	heu	1931	865	2.4890318E-5
			13)	hef	1987	785	2.2588323E-5
			14)	hec	2028	718	2.0660402E-5
			15)	hes	2281	496	1.4272367E-5
			16)	hev	2438	384	1.1049574E-5
		2)	ht	0	0	0.0
			1)	hte	170	31531	9.073024E-4
			2)	ht_	201	26091	7.507668E-4
			3)	hti	706	7046	2.0274818E-4
			4)	hts	756	6282	1.8076412E-4
			5)	htl	837	5483	1.5777296E-4
			6)	htv	1257	2471	7.110286E-5
			7)	hto	1680	1235	3.5537043E-5
			8)	htb	2074	675	1.942308E-5
			9)	hth	2244	522	1.5020515E-5
			10)	htr	2773	242	6.963534E-6
			11)	htk	2871	212	6.1002856E-6
		3)	ha	0	0	0.0
			1)	han	287	17489	5.032448E-4
			2)	hap	406	12831	3.6921116E-4
			3)	haa	608	8441	2.428892E-4
			4)	had	836	5484	1.5780174E-4
			5)	har	975	4118	1.18495176E-4
			6)	hal	1114	3198	9.202224E-5
			7)	hav	1341	2160	6.215386E-5
			8)	haf	1917	881	2.5350717E-5
			9)	hat	2324	460	1.3236469E-5
			10)	hak	2341	445	1.2804845E-5
			11)	ham	2620	298	8.57493E-6
			12)	hau	2778	240	6.905984E-6
		4)	hi	0	0	0.0
			1)	hie	341	14623	4.2077585E-4
			2)	hij	825	5585	1.60708E-4
			3)	hil	905	4792	1.3788948E-4
			4)	hik	1093	3288	9.461198E-5
			5)	his	2007	746	2.14661E-5
			6)	hin	2022	724	2.0833051E-5
			7)	hip	2694	271	7.798007E-6
		5)	ho	0	0	0.0
			1)	hou	369	13575	3.906197E-4
			2)	hoo	505	10405	2.9940318E-4
			3)	hoe	564	9076	2.611613E-4
			4)	hog	1333	2186	6.290201E-5
			5)	hor	1457	1789	5.1478357E-5
			6)	hol	1630	1364	3.9249007E-5
			7)	hop	1678	1240	3.5680918E-5
			8)	hon	1721	1172	3.372422E-5
			9)	hod	1807	1053	3.0300005E-5
			10)	hoc	2516	352	1.0128776E-5
			11)	hot	2556	333	9.582052E-6
			12)	hom	2881	210	6.042736E-6
		6)	hu	0	0	0.0
			1)	hun	585	8771	2.5238493E-4
			2)	hul	960	4238	1.21948164E-4
			3)	hui	993	3957	1.13862414E-4
			4)	hum	2094	662	1.9049006E-5
			5)	huw	2185	581	1.6718237E-5
		7)	hr	0	0	0.0
			1)	hri	1062	3521	1.0131654E-4
			2)	hre	1910	886	2.549459E-5
			3)	hra	2510	355	1.0215102E-5
		8)	hn	0	0	0.0
			1)	hni	1594	1431	4.117693E-5
			2)	hno	1599	1420	4.0860406E-5
		9)	hz	0	0	0.0
			1)	hze	2402	405	1.1653848E-5
	7)	i	0	0	0.0
		1)	in	0	0	0.0
			1)	ing	11	171543	0.004936138
			2)	in_	32	111384	0.0032050672
			3)	ind	197	26986	7.7652035E-4
			4)	ins	337	14968	4.307032E-4
			5)	int	452	11572	3.3298353E-4
			6)	ini	552	9571	2.754049E-4
			7)	inn	589	8728	2.511476E-4
			8)	ina	607	8453	2.432345E-4
			9)	inz	814	5679	1.6341284E-4
			10)	ine	858	5269	1.5161512E-4
			11)	inf	967	4175	1.20135344E-4
			12)	inv	1057	3569	1.0269773E-4
			13)	inc	1357	2072	5.9621663E-5
			14)	ink	1482	1730	4.9780636E-5
			15)	inh	1626	1371	3.9450435E-5
			16)	inb	1959	814	2.3422795E-5
			17)	inw	2201	562	1.6171512E-5
			18)	inu	2233	531	1.527949E-5
			19)	inm	2260	510	1.4675216E-5
			20)	inl	2290	487	1.40133925E-5
		2)	ie	0	0	0.0
			1)	ie_	35	104519	0.0030075272
			2)	iet	99	49363	0.001420417
			3)	ien	165	31905	9.1806427E-4
			4)	ier	232	22266	6.4070267E-4
			5)	ies	295	16901	4.8632515E-4
			6)	ieu	329	15148	4.3588268E-4
			7)	ied	338	14903	4.2883283E-4
			8)	iek	385	13250	3.8126786E-4
			9)	iev	615	8345	2.4012681E-4
			10)	ief	749	6317	1.8177125E-4
			11)	iem	1173	2891	8.318833E-5
			12)	iep	1192	2792	8.033961E-5
			13)	iez	1250	2523	7.2599156E-5
			14)	iel	1254	2498	7.187978E-5
			15)	iee	1272	2399	6.903106E-5
			16)	ieb	1479	1742	5.0125935E-5
			17)	ieg	1607	1407	4.048633E-5
			18)	ieë	1720	1174	3.3781773E-5
			19)	iec	2421	394	1.13373235E-5
			20)	ieo	2645	289	8.315956E-6
			21)	iew	2865	213	6.1290607E-6
			22)	iea	2870	212	6.1002856E-6
		3)	ij	0	0	0.0
			1)	ijk	43	89404	0.0025725942
			2)	ijn	48	79872	0.0022983116
			3)	ij_	57	75661	0.0021771402
			4)	ijd	218	23890	6.874332E-4
			5)	ijz	459	11439	3.2915646E-4
			6)	ijv	604	8501	2.4461572E-4
			7)	ijf	666	7569	2.1779747E-4
			8)	ijg	832	5526	1.5901028E-4
			9)	ijs	840	5454	1.5693849E-4
			10)	ije	939	4436	1.276456E-4
			11)	ijl	1269	2408	6.9290036E-5
			12)	ijh	1358	2072	5.9621663E-5
			13)	ijp	1367	2044	5.8815964E-5
			14)	ijt	1523	1612	4.6385194E-5
			15)	ijw	1956	819	2.356667E-5
			16)	ijb	2283	494	1.4214817E-5
			17)	ija	2752	250	7.1937334E-6
			18)	ijo	2901	205	5.898861E-6
		4)	is	0	0	0.0
			1)	is_	47	82600	0.0023768095
			2)	isc	224	23184	6.6711806E-4
			3)	iss	293	16959	4.8799408E-4
			4)	ist	332	15087	4.341274E-4
			5)	ise	638	7960	2.2904847E-4
			6)	ism	1012	3807	1.0954617E-4
			7)	isi	1051	3586	1.0318691E-4
			8)	isa	1097	3270	9.409403E-5
			9)	isd	1729	1160	3.337892E-5
			10)	isb	1788	1083	3.1163254E-5
			11)	isw	1995	774	2.2271799E-5
			12)	isl	2162	602	1.7322509E-5
			13)	isv	2284	493	1.4186042E-5
			14)	isg	2513	354	1.0186326E-5
			15)	ish	2596	311	8.949004E-6
			16)	isu	2603	307	8.833905E-6
			17)	isk	2671	280	8.056982E-6
			18)	isp	2697	270	7.769232E-6
			19)	iso	2787	237	6.819659E-6
		5)	it	0	0	0.0
			1)	it_	78	59732	0.0017187843
			2)	ite	157	32756	9.425517E-4
			3)	iti	260	19307	5.555576E-4
			4)	itt	658	7655	2.2027211E-4
			5)	itg	682	7340	2.1120801E-4
			6)	its	774	6052	1.741459E-4
			7)	itu	828	5560	1.5998863E-4
			8)	itv	989	3970	1.14236485E-4
			9)	ita	992	3962	1.1400629E-4
			10)	itb	1117	3174	9.133164E-5
			11)	itz	1494	1687	4.8543312E-5
			12)	itd	1606	1407	4.048633E-5
			13)	itw	1785	1085	3.1220803E-5
			14)	ito	1826	1012	2.9120232E-5
			15)	itm	2064	685	1.971083E-5
			16)	ité	2077	671	1.930798E-5
			17)	itl	2265	507	1.4588891E-5
			18)	itk	2535	345	9.927352E-6
			19)	itr	2555	333	9.582052E-6
		6)	ik	0	0	0.0
			1)	ik_	85	54614	0.0015715142
			2)	ikk	522	10096	2.9051173E-4
			3)	ike	758	6260	1.8013109E-4
			4)	ikt	1000	3918	1.12740185E-4
			5)	ikb	1792	1076	3.0961826E-5
			6)	ika	2492	363	1.0445301E-5
		7)	id	0	0	0.0
			1)	id_	139	38176	0.0010985119
			2)	ids	278	17754	5.108702E-4
			3)	ide	284	17535	5.0456845E-4
			4)	idi	519	10162	2.9241087E-4
			5)	idd	647	7806	2.2461712E-4
			6)	ida	1293	2322	6.6815395E-5
			7)	idt	1841	985	2.834331E-5
			8)	idu	2098	660	1.8991455E-5
			9)	idh	2856	217	6.2441604E-6
		8)	ic	0	0	0.0
			1)	ich	151	34886	0.0010038423
			2)	ici	1004	3876	1.1153164E-4
			3)	ica	1134	3080	8.8626795E-5
			4)	ict	1406	1926	5.542052E-5
			5)	ice	1438	1845	5.3089752E-5
			6)	ico	1495	1680	4.8341888E-5
			7)	icu	2111	652	1.8761257E-5
		9)	ig	0	0	0.0
			1)	ige	154	34172	9.83297E-4
			2)	ig_	242	21395	6.1563967E-4
			3)	igh	574	8940	2.572479E-4
			4)	igd	668	7527	2.1658892E-4
			5)	igi	821	5635	1.6214675E-4
			6)	igt	1283	2346	6.750599E-5
			7)	igr	1511	1628	4.684559E-5
			8)	igg	1719	1175	3.3810546E-5
			9)	igs	2048	701	2.0171228E-5
			10)	ign	2170	589	1.6948436E-5
			11)	iga	2547	338	9.725927E-6
			12)	igb	2916	201	5.7837615E-6
		10)	il	0	0	0.0
			1)	ili	322	15725	4.5248584E-4
			2)	ill	342	14601	4.201428E-4
			3)	il_	361	13855	3.986767E-4
			4)	ilj	1182	2854	8.212366E-5
			5)	ild	1765	1113	3.20265E-5
			6)	ila	1909	886	2.549459E-5
			7)	ilt	2213	552	1.5883763E-5
			8)	ile	2232	532	1.5308264E-5
			9)	ils	2414	400	1.1509973E-5
			10)	ilo	2545	339	9.754703E-6
		11)	io	0	0	0.0
			1)	ion	419	12489	3.5937014E-4
			2)	io_	1476	1748	5.0298582E-5
			3)	ior	1506	1645	4.7334765E-5
			4)	iod	1544	1564	4.5003995E-5
			5)	ioe	1702	1199	3.4501143E-5
			6)	ios	1852	972	2.7969236E-5
			7)	iot	2461	374	1.0761825E-5
			8)	iol	2760	248	7.1361833E-6
		12)	ia	0	0	0.0
			1)	ial	673	7467	2.1486242E-4
			2)	ia_	1147	3019	8.687152E-5
			3)	iat	1162	2948	8.4828505E-5
			4)	iaa	1375	2026	5.8298014E-5
			5)	iar	2321	463	1.3322794E-5
			6)	ias	2914	202	5.8125365E-6
		13)	ir	0	0	0.0
			1)	ire	690	7239	2.0830175E-4
			2)	ir_	1597	1424	4.0975505E-5
			3)	ira	2600	309	8.891454E-6
		14)	ië	0	0	0.0
			1)	iël	908	4738	1.3633563E-4
			2)	iën	1410	1912	5.5017674E-5
			3)	iër	1989	780	2.2444448E-5
		15)	iv	0	0	0.0
			1)	ive	935	4499	1.2945842E-4
			2)	ivi	1158	2961	8.520258E-5
			3)	iva	2320	463	1.3322794E-5
			4)	ivé	2907	203	5.8413116E-6
		16)	im	0	0	0.0
			1)	imm	976	4115	1.1840885E-4
			2)	imi	1236	2582	7.429688E-5
			3)	ime	1388	1981	5.7003144E-5
			4)	ima	1538	1578	4.5406843E-5
			5)	imu	1548	1552	4.4658696E-5
			6)	imp	1688	1222	3.5162968E-5
			7)	imt	1746	1129	3.24869E-5
			8)	im_	2164	598	1.720741E-5
		17)	if	0	0	0.0
			1)	ifi	1132	3084	8.8741894E-5
			2)	ift	1579	1467	4.221283E-5
			3)	ife	2382	415	1.1941597E-5
			4)	ifo	2504	358	1.0301426E-5
		18)	ib	0	0	0.0
			1)	ibe	1448	1817	5.2284053E-5
			2)	ibi	2282	495	1.4243592E-5
			3)	ibu	2746	253	7.280058E-6
		19)	ip	0	0	0.0
			1)	ipe	1589	1440	4.1435902E-5
			2)	ip_	1638	1344	3.8673512E-5
			3)	ipl	2169	589	1.6948436E-5
			4)	ipp	2418	396	1.1394874E-5
			5)	ipa	2619	298	8.57493E-6
		20)	iu	0	0	0.0
			1)	ium	1843	983	2.828576E-5
		21)	iz	0	0	0.0
			1)	ize	1860	963	2.771026E-5
			2)	izo	2900	205	5.898861E-6
	8)	o	0	0	0.0
		1)	oo	0	0	0.0
			1)	oor	14	152752	0.0043954286
			2)	ook	172	31233	8.987275E-4
			3)	oog	736	6556	1.8864847E-4
			4)	ood	863	5217	1.5011882E-4
			5)	oon	874	5129	1.4758663E-4
			6)	oot	883	5040	1.4502567E-4
			7)	oop	892	4965	1.4286755E-4
			8)	oof	970	4158	1.19646174E-4
			9)	ooi	1209	2716	7.815272E-5
			10)	oos	1521	1614	4.6442743E-5
			11)	oom	2004	750	2.15812E-5
			12)	ool	2070	678	1.9509405E-5
		2)	or	0	0	0.0
			1)	or_	45	83073	0.00239042
			2)	ord	55	76761	0.0022087926
			3)	ort	294	16909	4.8655533E-4
			4)	org	305	16203	4.6624025E-4
			5)	orm	306	16194	4.6598125E-4
			6)	ors	436	12081	3.4762998E-4
			7)	orz	545	9671	2.782824E-4
			8)	ori	612	8410	2.4199719E-4
			9)	orb	805	5736	1.6505302E-4
			10)	ore	816	5656	1.6275102E-4
			11)	ora	948	4314	1.2413505E-4
			12)	orw	1189	2816	8.103021E-5
			13)	orl	1252	2510	7.2225084E-5
			14)	oru	1287	2333	6.713192E-5
			15)	ork	1338	2171	6.247038E-5
			16)	orr	1656	1298	3.7349862E-5
			17)	orn	1722	1171	3.3695447E-5
			18)	orp	1951	833	2.396952E-5
			19)	orv	2194	570	1.6401711E-5
			20)	oro	2481	368	1.0589175E-5
			21)	orh	2682	274	7.884331E-6
		3)	op	0	0	0.0
			1)	op_	68	64787	0.0018642416
			2)	ope	540	9762	2.809009E-4
			3)	opg	794	5854	1.6844846E-4
			4)	opl	974	4135	1.18984346E-4
			5)	opt	1180	2855	8.215244E-5
			6)	opm	1342	2152	6.192365E-5
			7)	opz	1423	1889	5.435585E-5
			8)	opn	1428	1876	5.3981774E-5
			9)	ops	1454	1800	5.179488E-5
			10)	opp	1592	1432	4.1205705E-5
			11)	opr	1600	1419	4.083163E-5
			12)	opv	1771	1107	3.185385E-5
			13)	opb	1801	1062	3.055898E-5
			14)	opi	1813	1039	2.9897155E-5
			15)	opd	1935	856	2.4631343E-5
			16)	opa	2207	557	1.6027638E-5
			17)	opo	2227	540	1.5538464E-5
			18)	oph	2272	505	1.4531342E-5
			19)	opw	2725	261	7.5102575E-6
			20)	opk	2794	235	6.7621095E-6
		4)	on	0	0	0.0
			1)	ond	86	53766	0.0015471131
			2)	ont	217	23996	6.904833E-4
			3)	ons	263	18796	5.4085365E-4
			4)	onz	460	11432	3.2895504E-4
			5)	ona	484	10896	3.1353167E-4
			6)	one	592	8687	2.4996785E-4
			7)	ono	655	7702	2.2162453E-4
			8)	ong	685	7297	2.0997069E-4
			9)	onc	798	5794	1.6672196E-4
			10)	on_	921	4623	1.3302652E-4
			11)	onf	1153	3001	8.6353575E-5
			12)	onv	1237	2579	7.4210555E-5
			13)	oni	1248	2532	7.285813E-5
			14)	onl	1498	1668	4.799659E-5
			15)	onn	1534	1584	4.5579494E-5
			16)	onm	1588	1444	4.1551004E-5
			17)	onb	1907	886	2.549459E-5
			18)	onk	1975	792	2.2789747E-5
			19)	onr	2062	687	1.9768378E-5
			20)	onw	2499	360	1.03589755E-5
			21)	onj	2868	212	6.1002856E-6
		5)	ov	0	0	0.0
			1)	ove	92	52550	0.0015121227
			2)	ovo	2316	466	1.3409119E-5
			3)	ova	2371	421	1.2114247E-5
			4)	ovi	2595	311	8.949004E-6
		6)	om	0	0	0.0
			1)	om_	113	45081	0.0012972028
			2)	ome	229	22345	6.429759E-4
			3)	omm	358	13995	4.027052E-4
			4)	oms	465	11271	3.2432226E-4
			5)	omi	565	9058	2.6064334E-4
			6)	omd	844	5433	1.5633421E-4
			7)	omt	1047	3615	1.0402138E-4
			8)	omp	1176	2879	8.2843035E-5
			9)	omv	1735	1149	3.30624E-5
			10)	omb	1762	1117	3.21416E-5
			11)	oma	1814	1038	2.986838E-5
			12)	omg	1859	964	2.7739035E-5
			13)	omz	2445	379	1.09057E-5
			14)	omo	2560	329	9.466953E-6
			15)	oml	2744	253	7.280058E-6
			16)	omw	2766	246	7.0786336E-6
		7)	oe	0	0	0.0
			1)	oet	124	41319	0.0011889514
			2)	oed	267	18496	5.3222117E-4
			3)	oer	345	14431	4.1525107E-4
			4)	oen	348	14380	4.1378353E-4
			5)	oek	393	13169	3.7893708E-4
			6)	oel	496	10556	3.0374818E-4
			7)	oeg	542	9755	2.8069946E-4
			8)	oe_	557	9225	2.6544876E-4
			9)	oep	667	7538	2.1690545E-4
			10)	oei	835	5495	1.5811826E-4
			11)	oem	1119	3168	9.115899E-5
			12)	oev	1122	3147	9.055471E-5
			13)	oef	1138	3055	8.790742E-5
			14)	oes	1270	2407	6.926127E-5
			15)	oez	1636	1348	3.878861E-5
			16)	oew	1795	1069	3.0760402E-5
		8)	ok	0	0	0.0
			1)	ok_	174	31176	8.9708733E-4
			2)	okk	1061	3525	1.0143164E-4
			3)	oke	1144	3034	8.7303146E-5
			4)	oka	2066	683	1.965328E-5
			5)	okt	2158	605	1.7408835E-5
		9)	ot	0	0	0.0
			1)	ot_	215	24298	6.991733E-4
			2)	ote	477	11006	3.166969E-4
			3)	oti	938	4456	1.282211E-4
			4)	ots	1282	2350	6.762109E-5
			5)	ota	1480	1735	4.992451E-5
			6)	ott	1663	1282	3.6889465E-5
			7)	oto	2080	669	1.925043E-5
			8)	otu	2364	423	1.2171797E-5
		10)	ou	0	0	0.0
			1)	ouw	266	18635	5.362209E-4
			2)	oud	273	18096	5.207112E-4
			3)	ou_	499	10533	3.0308636E-4
			4)	out	1791	1076	3.0961826E-5
			5)	ouv	1920	878	2.5264391E-5
			6)	our	2437	384	1.1049574E-5
		11)	og	0	0	0.0
			1)	og_	297	16668	4.796206E-4
			2)	oge	328	15192	4.371488E-4
			3)	ogr	929	4554	1.3104104E-4
			4)	ogi	998	3923	1.1288406E-4
			5)	ogt	1794	1069	3.0760402E-5
			6)	ogm	1854	971	2.794046E-5
			7)	ogs	1934	858	2.4688892E-5
			8)	ogd	2311	469	1.3495443E-5
			9)	oga	2396	408	1.1740172E-5
			10)	ogp	2467	372	1.0704275E-5
		12)	of	0	0	0.0
			1)	of_	339	14899	4.2871773E-4
			2)	off	1031	3687	1.06093175E-4
			3)	ofd	1280	2361	6.793762E-5
			4)	ofi	2001	754	2.16963E-5
			5)	ofw	2055	696	2.0027353E-5
			6)	oft	2230	533	1.533704E-5
			7)	ofs	2247	521	1.49917405E-5
			8)	ofe	2770	244	7.0210835E-6
		13)	ol	0	0	0.0
			1)	olg	471	11117	3.1989094E-4
			2)	oli	525	10052	2.8924563E-4
			3)	oll	559	9144	2.6311798E-4
			4)	olk	875	5115	1.4718379E-4
			5)	olu	932	4517	1.2997637E-4
